id	pop	sex	FatherId	MotherId	Fitness0	Hybridindex	Pref0	Pref1	Sex	Signal0	
148696	1	1	146489	146599	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148699	1	1	146593	146553	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148700	1	1	146462	146553	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148701	1	1	146259	146610	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148703	1	1	146433	146481	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148706	1	1	146606	146537	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148707	1	1	146227	146537	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148711	1	1	146560	146242	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148712	1	1	146193	146473	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148713	1	1	146503	146550	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148714	1	1	146368	146571	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148716	1	1	146355	146571	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148719	1	1	146304	146665	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148721	1	1	146227	146665	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148722	1	1	146253	146418	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148723	1	1	146337	146418	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148724	1	1	146192	146672	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148725	1	1	146515	146215	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148726	1	1	146454	146397	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148728	1	1	146525	146334	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148730	1	1	146364	146334	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148731	1	1	146480	146549	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148733	1	1	146311	146548	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148734	1	1	146620	146288	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148735	1	1	146210	146365	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148736	1	1	146678	146329	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148737	1	1	146651	146329	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148739	1	1	146309	146329	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148740	1	1	146311	146194	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148742	1	1	146463	146269	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148744	1	1	146321	146409	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148746	1	1	146294	146427	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148752	1	1	146206	146547	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148756	1	1	146207	146185	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148761	1	1	146450	146684	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148762	1	1	146382	146684	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148763	1	1	146214	146684	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148766	1	1	146632	146187	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148768	1	1	146438	146243	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148769	1	1	146201	146477	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148770	1	1	146659	146477	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148771	1	1	146330	146477	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148772	1	1	146196	146477	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148773	1	1	146600	146270	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148774	1	1	146666	146270	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148775	1	1	146655	146270	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148778	1	1	146669	146484	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148780	1	1	146358	146634	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148784	1	1	146613	146282	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148785	1	1	146292	146282	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148786	1	1	146655	146213	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148788	1	1	146581	146386	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148791	1	1	146475	146251	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148792	1	1	146193	146251	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148795	1	1	146358	146487	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148797	1	1	146263	146360	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148800	1	1	146438	146495	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148802	1	1	146515	146440	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148803	1	1	146294	146440	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148804	1	1	146641	146440	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148805	1	1	146330	146440	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148806	1	1	146585	146431	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148809	1	1	146221	146589	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148811	1	1	146637	146249	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148815	1	1	146278	146184	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148816	1	1	146244	146184	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148817	1	1	146666	146674	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148818	1	1	146298	146674	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148819	1	1	146246	146680	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148820	1	1	146498	146680	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148821	1	1	146498	146680	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148822	1	1	146469	146325	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148824	1	1	146615	146325	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148825	1	1	146433	146325	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148832	1	1	146336	146277	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148833	1	1	146562	146277	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148834	1	1	146617	146277	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148835	1	1	146398	146488	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148836	1	1	146649	146511	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148837	1	1	146649	146511	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148838	1	1	146604	146362	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148841	1	1	146500	146362	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148844	1	1	146615	146366	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148846	1	1	146300	146572	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148849	1	1	146387	146572	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148851	1	1	146235	146642	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148852	1	1	146492	146642	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148854	1	1	146539	146389	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148857	1	1	146590	146189	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148860	1	1	146235	146189	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148861	1	1	146454	146267	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148862	1	1	146429	146267	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148865	1	1	146603	146478	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148866	1	1	146508	146478	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148869	1	1	146616	146430	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148870	1	1	146308	146430	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148872	1	1	146616	146296	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148875	1	1	146413	146191	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148876	1	1	146560	146191	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148877	1	1	146219	146191	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148878	1	1	146433	146191	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148879	1	1	146489	146558	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148881	1	1	146299	146558	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148882	1	1	146350	146558	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148883	1	1	146342	146200	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148884	1	1	146542	146200	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148886	1	1	146452	146351	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148889	1	1	146620	146351	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148890	1	1	146354	146349	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148891	1	1	146253	146349	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148893	1	1	146201	146455	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148895	1	1	146244	146497	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148897	1	1	146613	146578	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148898	1	1	146472	146578	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
148899	1	1	146207	146506	11.000000	20.000000	1.000000	1.000000	1.000000	16.000000	
