1	Fitness0	11[0]	11[0]	11[0]
1	Hybridindex	20[0]	20[0]	20[0]
1	Pref0	1[0]	1[0]	1[0]
1	Pref1	1[0]	1[0]	1[0]
1	Sex	0.456863[0.498136]	1[0]	0[0]
1	Signal0	1[0]	1[0]	1[0]
2	Fitness0	0[0]	0[0]	0[0]
2	Hybridindex	0[0]	0[0]	0[0]
2	Pref0	0[0]	0[0]	0[0]
2	Pref1	0[0]	0[0]	0[0]
2	Sex	0[0]	0[0]	0[0]
2	Signal0	0[0]	0[0]	0[0]
3	Fitness0	9.76225[2.17873]	9.73353[2.17234]	9.79196[2.18492]
3	Hybridindex	16.3958[1.3715]	16.4179[1.35886]	16.3728[1.38408]
3	Pref0	0.866[0.239883]	0.868732[0.241321]	0.863174[0.238354]
3	Pref1	0.866[0.244528]	0.860865[0.250981]	0.871312[0.237551]
3	Sex	0.5085[0.499928]	1[0]	0[0]
3	Signal0	1[0]	1[0]	1[0]
