id	pop	sex	FatherId	MotherId	Fitness0	Hybridindex	Pref0	Pref1	Sex	Signal0	
159580	3	1	157817	157604	11.000000	15.500000	1.000000	0.500000	1.000000	1.000000	
159581	3	1	158488	157604	10.500000	18.500000	1.000000	0.500000	1.000000	1.000000	
159583	3	1	158659	159202	11.000000	16.500000	1.000000	0.500000	1.000000	1.000000	
159585	3	1	159276	158615	11.000000	15.000000	1.000000	0.500000	1.000000	1.000000	
159591	3	1	158922	159193	11.000000	18.000000	1.000000	0.500000	1.000000	1.000000	
159593	3	1	158766	159193	10.500000	18.500000	1.000000	0.500000	1.000000	1.000000	
159595	3	1	158743	157984	11.000000	18.000000	1.000000	0.500000	1.000000	1.000000	
159596	3	1	158612	158426	11.000000	17.500000	1.000000	1.000000	1.000000	1.000000	
159597	3	1	158376	158347	5.500000	18.500000	1.000000	1.000000	1.000000	1.000000	
159598	3	1	157879	158347	11.000000	15.500000	1.000000	1.000000	1.000000	1.000000	
159600	3	1	158471	157868	10.500000	19.000000	1.000000	0.500000	1.000000	1.000000	
159602	3	1	158005	159415	5.500000	15.000000	1.000000	1.000000	1.000000	1.000000	
159603	3	1	158276	159415	6.000000	16.000000	1.000000	1.000000	1.000000	1.000000	
159605	3	1	159100	159348	11.000000	18.500000	1.000000	1.000000	1.000000	1.000000	
159606	3	1	159429	159364	10.500000	17.500000	1.000000	0.500000	1.000000	1.000000	
159607	3	1	157769	159364	10.500000	17.500000	0.500000	0.500000	1.000000	1.000000	
159609	3	1	159035	157600	10.000000	16.000000	0.500000	1.000000	1.000000	1.000000	
159610	3	1	157969	158569	11.000000	15.000000	1.000000	0.500000	1.000000	1.000000	
159612	3	1	159003	158569	11.000000	18.000000	1.000000	0.500000	1.000000	1.000000	
159613	3	1	158078	158547	10.500000	17.000000	1.000000	1.000000	1.000000	1.000000	
159614	3	1	157759	158547	10.500000	16.500000	1.000000	1.000000	1.000000	1.000000	
159617	3	1	159197	159227	10.500000	20.000000	0.500000	0.000000	1.000000	1.000000	
159618	3	1	158484	159227	11.000000	19.000000	1.000000	0.500000	1.000000	1.000000	
159621	3	1	158891	158328	11.000000	17.000000	1.000000	0.500000	1.000000	1.000000	
159623	3	1	159181	158163	10.500000	19.000000	1.000000	0.500000	1.000000	1.000000	
159625	3	1	157896	158412	10.500000	16.500000	1.000000	1.000000	1.000000	1.000000	
159626	3	1	159265	158900	10.500000	18.000000	0.500000	0.500000	1.000000	1.000000	
159627	3	1	158941	159070	6.000000	17.000000	1.000000	0.500000	1.000000	1.000000	
159629	3	1	159125	157970	10.000000	19.000000	1.000000	0.500000	1.000000	1.000000	
159630	3	1	158588	157970	10.000000	17.000000	1.000000	0.500000	1.000000	1.000000	
159633	3	1	158030	159140	11.000000	18.000000	1.000000	0.500000	1.000000	1.000000	
159635	3	1	158898	159140	11.000000	17.500000	1.000000	0.500000	1.000000	1.000000	
159640	3	1	159171	159230	10.500000	16.000000	1.000000	0.500000	1.000000	1.000000	
159643	3	1	158469	158828	11.000000	18.000000	1.000000	1.000000	1.000000	1.000000	
159647	3	1	157884	158907	11.000000	18.000000	1.000000	0.500000	1.000000	1.000000	
159650	3	1	158338	159006	11.000000	17.000000	0.500000	0.500000	1.000000	1.000000	
159653	3	1	157896	159029	6.000000	15.500000	1.000000	1.000000	1.000000	1.000000	
159654	3	1	157692	159162	10.500000	14.000000	1.000000	1.000000	1.000000	1.000000	
159656	3	1	159161	158582	10.500000	17.000000	1.000000	1.000000	1.000000	1.000000	
159660	3	1	158457	157586	11.000000	15.500000	1.000000	0.500000	1.000000	1.000000	
159662	3	1	159451	159522	11.000000	17.000000	1.000000	1.000000	1.000000	1.000000	
159663	3	1	158233	158977	11.000000	17.500000	1.000000	1.000000	1.000000	1.000000	
159665	3	1	157922	159329	11.000000	17.500000	1.000000	1.000000	1.000000	1.000000	
159667	3	1	157772	159329	11.000000	17.000000	1.000000	0.000000	1.000000	1.000000	
159669	3	1	158401	157722	10.500000	18.000000	1.000000	1.000000	1.000000	1.000000	
159670	3	1	159552	157722	11.000000	15.000000	1.000000	1.000000	1.000000	1.000000	
159672	3	1	158468	159310	10.500000	17.500000	1.000000	0.500000	1.000000	1.000000	
159673	3	1	159252	159485	11.000000	15.500000	1.000000	1.000000	1.000000	1.000000	
159674	3	1	157973	159485	11.000000	18.000000	0.500000	0.000000	1.000000	1.000000	
159676	3	1	158804	157859	5.000000	18.000000	1.000000	0.500000	1.000000	1.000000	
