id	pop	sex	FatherId	MotherId	Fitness0	Hybridindex	Pref0	Pref1	Sex	Signal0	
124219	1	1	122022	122071	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124222	1	1	121873	121713	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124228	1	1	122101	121950	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124230	1	1	121763	121950	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124231	1	1	122200	121809	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124236	1	1	121847	122156	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124237	1	1	122168	121867	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124241	1	1	122064	122136	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124248	1	1	121785	121833	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124252	1	1	122184	121938	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124253	1	1	122148	122051	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124257	1	1	121988	122054	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124259	1	1	121845	122054	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124261	1	1	121827	121740	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124262	1	1	122097	121740	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124263	1	1	121980	121740	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124264	1	1	121988	121975	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124266	1	1	121944	121975	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124270	1	1	122111	121835	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124271	1	1	122015	121858	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124272	1	1	122121	121858	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124274	1	1	121893	121806	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124275	1	1	121781	121806	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124278	1	1	121978	122108	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124279	1	1	121766	122045	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124283	1	1	121935	121714	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124284	1	1	122170	122179	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124285	1	1	122160	121782	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124287	1	1	122167	121758	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124288	1	1	122214	121758	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124291	1	1	122091	121757	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124292	1	1	121759	122218	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124294	1	1	121752	121997	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124295	1	1	121861	121997	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124296	1	1	121882	122113	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124298	1	1	121981	122083	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124300	1	1	121743	122125	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124303	1	1	121928	121920	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124304	1	1	121849	121952	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124306	1	1	121903	121952	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124307	1	1	121763	122067	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124308	1	1	121804	122067	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124310	1	1	122190	122067	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124311	1	1	122174	121932	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124312	1	1	121793	121932	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124315	1	1	121887	122146	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124317	1	1	121810	121723	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124320	1	1	122162	121842	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124323	1	1	122214	122153	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124326	1	1	121838	121814	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124328	1	1	122183	122017	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124329	1	1	121770	122017	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124337	1	1	121861	122210	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124338	1	1	122084	122210	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124340	1	1	122190	122048	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124341	1	1	121755	121719	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124342	1	1	121847	121719	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124344	1	1	122103	122193	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124345	1	1	121942	121783	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124346	1	1	121999	121765	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124360	1	1	122170	121907	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124361	1	1	122186	121907	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124362	1	1	122057	121907	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124363	1	1	121739	122207	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124366	1	1	122157	121799	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124367	1	1	122014	121799	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124368	1	1	121937	121799	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124370	1	1	121853	121792	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124371	1	1	122111	121956	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124373	1	1	122004	121780	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124374	1	1	122206	121780	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124375	1	1	122174	121780	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124376	1	1	121781	121780	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124377	1	1	122032	122201	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124378	1	1	122093	122201	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124380	1	1	121962	122201	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124386	1	1	121918	121744	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124390	1	1	121934	122088	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124392	1	1	122191	122023	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124393	1	1	121804	122023	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124394	1	1	121982	122023	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124396	1	1	121778	121989	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124402	1	1	121804	122144	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124405	1	1	121935	122152	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124407	1	1	122097	122042	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124408	1	1	122096	121945	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124409	1	1	122059	121807	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124411	1	1	122208	121807	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124415	1	1	122177	121856	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124417	1	1	121994	121856	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124419	1	1	122020	121856	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124421	1	1	121790	122104	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124422	1	1	122192	122104	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124428	1	1	121879	122019	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124429	1	1	121960	122005	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124430	1	1	121737	122005	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124431	1	1	122035	121724	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124432	1	1	121924	121724	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124433	1	1	121750	121724	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124434	1	1	121924	121724	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124436	1	1	122160	121904	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124437	1	1	122106	121904	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124440	1	1	121732	122038	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124443	1	1	122119	121951	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124444	1	1	121748	121951	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124445	1	1	122027	121951	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124446	1	1	122093	121951	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124452	1	1	121864	121946	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124453	1	1	121948	121837	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124459	1	1	122134	122161	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124461	1	1	121808	121769	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124462	1	1	121796	121777	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124463	1	1	122186	121777	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124464	1	1	122197	121777	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124465	1	1	122022	121789	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124466	1	1	122162	121789	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124467	1	1	122007	122092	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124476	1	1	121927	122013	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124477	1	1	122128	122000	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124478	1	1	121756	122000	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124482	1	1	121988	122178	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124484	1	1	121849	121811	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
124485	1	1	121861	121811	11.000000	20.000000	16.000000	1.000000	1.000000	16.000000	
