X2,X3,X4,X5,Generation,Iter
Hybridindex,9.695[9.95274],9.75928[9.94177],9.63111[9.96322],1,0
Pref0,0.48475[0.497637],0.487964[0.497088],0.481555[0.498161],1,0
Signal0,0.48475[0.497637],0.487964[0.497088],0.481555[0.498161],1,0
Hybridindex,9.72025[9.91145],9.94574[9.90236],9.47986[9.91549],2,0
Pref0,0.48625[0.495919],0.498062[0.495617],0.473657[0.495932],2,0
Signal0,0.48625[0.495919],0.498062[0.495617],0.473657[0.495932],2,0
Hybridindex,9.68425[9.90714],9.84038[9.896],9.5151[9.91642],3,0
Pref0,0.48475[0.496379],0.491827[0.495829],0.477083[0.496861],3,0
Signal0,0.48475[0.496379],0.491827[0.495829],0.477083[0.496861],3,0
Hybridindex,9.88125[9.88991],10.118[9.9076],9.64641[9.86672],4,0
Pref0,0.49475[0.497089],0.506024[0.497951],0.483566[0.495979],4,0
Signal0,0.49475[0.497089],0.506024[0.497951],0.483566[0.495979],4,0
Hybridindex,9.55625[9.85429],9.49187[9.87909],9.6186[9.8298],5,0
Pref0,0.4785[0.495265],0.476118[0.496624],0.480807[0.493935],5,0
Signal0,0.4785[0.495265],0.476118[0.496624],0.480807[0.493935],5,0
Hybridindex,9.238[9.79897],9.10791[9.80533],9.36125[9.79135],6,0
Pref0,0.46225[0.49366],0.456321[0.493424],0.467868[0.493817],6,0
Signal0,0.46225[0.49366],0.456321[0.493424],0.467868[0.493817],6,0
Hybridindex,9.54[9.76612],9.50151[9.76858],9.57788[9.76356],7,0
Pref0,0.476[0.494645],0.472782[0.493675],0.479167[0.495578],7,0
Signal0,0.476[0.494645],0.472782[0.493675],0.479167[0.495578],7,0
Hybridindex,9.6355[9.72598],9.70213[9.73827],9.56418[9.7123],8,0
Pref0,0.48275[0.4948],0.486944[0.495213],0.478261[0.494319],8,0
Signal0,0.48275[0.4948],0.486944[0.495213],0.478261[0.494319],8,0
Hybridindex,9.422[9.66197],9.7181[9.67203],9.11931[9.64228],9,0
Pref0,0.473[0.492972],0.487636[0.494375],0.458038[0.491082],9,0
Signal0,0.473[0.492972],0.487636[0.494375],0.458038[0.491082],9,0
Hybridindex,8.8025[9.56974],8.77382[9.58111],8.83101[9.55835],10,0
Pref0,0.442[0.489782],0.440822[0.490132],0.44317[0.48943],10,0
Signal0,0.442[0.489782],0.440822[0.490132],0.44317[0.48943],10,0
Hybridindex,8.57725[9.48294],8.63059[9.49981],8.52316[9.4655],11,0
Pref0,0.429[0.489601],0.434459[0.489892],0.423464[0.489243],11,0
Signal0,0.429[0.489601],0.434459[0.489892],0.423464[0.489243],11,0
Hybridindex,8.60075[9.44709],8.46866[9.43374],8.72997[9.45834],12,0
Pref0,0.4295[0.490438],0.421132[0.48937],0.437685[0.491344],12,0
Signal0,0.4295[0.490438],0.421132[0.48937],0.437685[0.491344],12,0
Hybridindex,9.0555[9.47776],8.93602[9.45744],9.17886[9.49711],13,0
Pref0,0.45125[0.493709],0.443406[0.492559],0.45935[0.494763],13,0
Signal0,0.45125[0.493709],0.443406[0.492559],0.45935[0.494763],13,0
Hybridindex,9.24575[9.43517],9.06723[9.38777],9.4257[9.47932],14,0
