X2,X3,X4,X5,Generation,Iter
Hybridindex,9.725[9.94859],9.61064[9.93523],9.85216[9.96188],1,0
Pref0,0.48625[0.497429],0.480532[0.496761],0.492608[0.498094],1,0
Signal0,0.48625[0.497429],0.480532[0.496761],0.492608[0.498094],1,0
Hybridindex,9.754[9.90228],9.39195[9.87612],10.1026[9.91492],2,0
Pref0,0.487[0.495057],0.469419[0.494189],0.503925[0.495301],2,0
Signal0,0.487[0.495057],0.469419[0.494189],0.503925[0.495301],2,0
Hybridindex,9.811[9.89177],9.82946[9.91661],9.79132[9.86517],3,0
Pref0,0.489[0.49561],0.489826[0.496249],0.48812[0.494926],3,0
Signal0,0.489[0.49561],0.489826[0.496249],0.48812[0.494926],3,0
Hybridindex,9.6785[9.82179],9.83534[9.81481],9.52198[9.82626],4,0
Pref0,0.4835[0.494447],0.492492[0.4939],0.474525[0.494829],4,0
Signal0,0.4835[0.494447],0.492492[0.4939],0.474525[0.494829],4,0
Hybridindex,9.73025[9.76053],9.71421[9.74061],9.74497[9.77874],5,0
Pref0,0.48575[0.49439],0.484848[0.493458],0.486577[0.495243],5,0
Signal0,0.48575[0.49439],0.484848[0.493458],0.486577[0.495243],5,0
Hybridindex,9.78625[9.66968],9.81718[9.66724],9.75526[9.67202],6,0
Pref0,0.48725[0.494684],0.488012[0.496095],0.486486[0.493266],6,0
Signal0,0.48725[0.494684],0.488012[0.496095],0.486486[0.493266],6,0
Hybridindex,9.704[9.61598],9.6184[9.5856],9.79346[9.64682],7,0
Pref0,0.4845[0.494226],0.478474[0.492633],0.490798[0.495808],7,0
Signal0,0.4845[0.494226],0.478474[0.492633],0.490798[0.495808],7,0
Hybridindex,9.76725[9.56949],9.70758[9.59641],9.82574[9.54268],8,0
Pref0,0.48775[0.495202],0.485354[0.49649],0.490099[0.493924],8,0
Signal0,0.48775[0.495202],0.485354[0.49649],0.490099[0.493924],8,0
Hybridindex,9.7155[9.52132],9.67339[9.55236],9.75694[9.49049],9,0
Pref0,0.48475[0.494613],0.482359[0.494365],0.487103[0.494847],9,0
Signal0,0.48475[0.494613],0.482359[0.494365],0.487103[0.494847],9,0
Hybridindex,10.193[9.47854],10.1807[9.46526],10.2053[9.49176],10,0
Pref0,0.50975[0.495005],0.509009[0.494129],0.51049[0.495877],10,0
Signal0,0.50975[0.495005],0.509009[0.494129],0.51049[0.495877],10,0
Hybridindex,10.159[9.45377],10.4232[9.46125],9.8868[9.43832],11,0
Pref0,0.50825[0.495537],0.520197[0.495135],0.495939[0.49565],11,0
Signal0,0.50825[0.495537],0.520197[0.495135],0.495939[0.49565],11,0
Hybridindex,9.52475[9.43749],9.76679[9.43502],9.26148[9.43314],12,0
Pref0,0.4755[0.495378],0.488484[0.495044],0.461378[0.495355],12,0
Signal0,0.4755[0.495378],0.488484[0.495044],0.461378[0.495355],12,0
Hybridindex,9.57775[9.37225],9.71117[9.34429],9.44828[9.39749],13,0
Pref0,0.4795[0.494803],0.487817[0.495004],0.471429[0.494473],13,0
Signal0,0.4795[0.494803],0.487817[0.495004],0.471429[0.494473],13,0
Hybridindex,9.44025[9.32038],9.49447[9.31374],9.38668[9.32664],14,0
Pref0,0.472[0.493929],0.472837[0.494198],0.471173[0.493662],14,0
Signal0,0.472[0.493929],0.472837[0.494198],0.471173[0.493662],14,0
Hybridindex,9.09475[9.20321],9.35456[9.19642],8.83649[9.2027],15,0
Pref0,0.45475[0.492014],0.466399[0.493818],0.44317[0.489939],15,0
Signal0,0.45475[0.492014],0.466399[0.493818],0.44317[0.489939],15,0
Hybridindex,9.124[9.14793],9.37867[9.14549],8.87488[9.14346],16,0
Pref0,0.45275[0.491571],0.465116[0.491635],0.440653[0.491208],16,0
Signal0,0.45275[0.491571],0.465116[0.491635],0.440653[0.491208],16,0
Hybridindex,9.0455[9.16155],8.66019[9.12947],9.45464[9.1778],17,0
Pref0,0.44875[0.493202],0.426214[0.490583],0.47268[0.494846],17,0
Signal0,0.44875[0.493202],0.426214[0.490583],0.47268[0.494846],17,0
