X2,X3,X4,X5,Generation,Iter
Hybridindex,9.93[9.93957],9.89044[9.93444],9.96988[9.94458],1,0
Pref0,0.4965[0.496979],0.494522[0.496722],0.498494[0.497229],1,0
Signal0,0.4965[0.496979],0.494522[0.496722],0.498494[0.497229],1,0
Hybridindex,9.25175[9.90425],9.30331[9.93395],9.20358[9.87619],2,0
Pref0,0.463[0.495612],0.464803[0.497201],0.461315[0.494117],2,0
Signal0,0.4625[0.495826],0.464803[0.497201],0.460348[0.494529],2,0
Hybridindex,9.1755[9.8274],9.07191[9.80017],9.2884[9.85575],3,0
Pref0,0.45775[0.493295],0.4535[0.491534],0.462382[0.495166],3,0
Signal0,0.459[0.492767],0.453979[0.491335],0.464472[0.494264],3,0
Hybridindex,9.05[9.81681],8.82098[9.78505],9.29077[9.84434],4,0
Pref0,0.453[0.492485],0.441951[0.49069],0.464615[0.494098],4,0
Signal0,0.451[0.493557],0.438537[0.492012],0.464103[0.494839],4,0
Hybridindex,9.1805[9.78145],8.77639[9.74324],9.62004[9.80393],5,0
Pref0,0.45875[0.491603],0.43858[0.489397],0.480689[0.493055],5,0
Signal0,0.4575[0.492386],0.43666[0.490133],0.480167[0.493827],5,0
Hybridindex,9.11[9.74888],9.27411[9.76949],8.96033[9.72763],6,0
Pref0,0.45525[0.490788],0.463836[0.491545],0.447419[0.489964],6,0
Signal0,0.45125[0.492187],0.459119[0.49357],0.444073[0.490813],6,0
Hybridindex,8.7675[9.70707],9.07684[9.75902],8.47266[9.64807],7,0
Pref0,0.43825[0.489195],0.452869[0.492081],0.424316[0.48602],7,0
Signal0,0.4355[0.490499],0.450307[0.493129],0.421387[0.487562],7,0
Hybridindex,8.50875[9.62731],8.69395[9.65929],8.32056[9.59104],8,0
Pref0,0.42425[0.486967],0.435516[0.487247],0.412802[0.486416],8,0
Signal0,0.41975[0.488042],0.429563[0.489471],0.409778[0.486382],8,0
Hybridindex,8.18425[9.54108],8.00383[9.50379],8.38168[9.57782],9,0
Pref0,0.40925[0.482586],0.401435[0.480578],0.417801[0.48463],9,0
Signal0,0.40025[0.485206],0.390909[0.483274],0.410471[0.487106],9,0
Hybridindex,8.60825[9.56745],9.01626[9.61905],8.21309[9.50052],10,0
Pref0,0.43[0.484871],0.45122[0.487296],0.409449[0.48162],10,0
Signal0,0.4205[0.488037],0.440041[0.491247],0.401575[0.484156],10,0
Hybridindex,7.84425[9.38337],7.91298[9.40671],7.77314[9.35862],11,0
Pref0,0.38975[0.477985],0.394297[0.479047],0.385046[0.476839],11,0
Signal0,0.38[0.480208],0.384464[0.480878],0.375381[0.479471],11,0
Hybridindex,7.76075[9.31673],7.42606[9.18721],8.09145[9.4313],12,0
Pref0,0.38675[0.474657],0.368209[0.469637],0.40507[0.478861],12,0
Signal0,0.37325[0.478079],0.355131[0.472204],0.391153[0.483147],12,0
Hybridindex,8.33075[9.40793],8.43068[9.38378],8.22737[9.43174],13,0
Pref0,0.4155[0.479958],0.418387[0.479907],0.412513[0.479992],13,0
Signal0,0.40175[0.484223],0.40708[0.483726],0.396236[0.484675],13,0
Hybridindex,8.45475[9.41088],8.41921[9.4509],8.48917[9.37182],14,0
Pref0,0.42075[0.481502],0.42124[0.481514],0.420276[0.48149],14,0
Signal0,0.4055[0.486127],0.405488[0.486829],0.405512[0.485447],14,0
Hybridindex,8.44125[9.37048],8.33266[9.34341],8.54748[9.39567],15,0
Pref0,0.4195[0.481684],0.416077[0.479124],0.422849[0.484153],15,0
Signal0,0.403[0.485635],0.398382[0.483852],0.407517[0.48733],15,0
Hybridindex,8.62725[9.3499],8.50258[9.33932],8.74419[9.35831],16,0
Pref0,0.4315[0.480685],0.422004[0.482505],0.440407[0.4788],16,0
Signal0,0.4105[0.486816],0.403926[0.486985],0.416667[0.486577],16,0
Hybridindex,8.72275[9.30625],8.79063[9.30137],8.65446[9.31065],17,0
Pref0,0.437[0.479094],0.437687[0.480274],0.436309[0.477902],17,0
Signal0,0.41375[0.487274],0.415753[0.487768],0.411735[0.486768],17,0
Hybridindex,8.47275[9.20729],8.11384[9.09398],8.82951[9.30484],18,0
Pref0,0.4295[0.474109],0.408225[0.470123],0.450648[0.4771],18,0
Signal0,0.3985[0.483681],0.379137[0.477882],0.417747[0.488618],18,0
Hybridindex,9.191[9.30734],8.86408[9.28131],9.53814[9.32235],19,0
Pref0,0.464[0.480317],0.449515[0.478037],0.479381[0.482249],19,0
Signal0,0.43475[0.490273],0.419903[0.487357],0.450515[0.492861],19,0
Hybridindex,9.50275[9.32814],9.07172[9.27763],9.93121[9.35842],20,0
Pref0,0.47925[0.483678],0.459378[0.480414],0.499003[0.486097],20,0
Signal0,0.44825[0.493657],0.426279[0.490973],0.47009[0.495345],20,0
