X2,X3,X4,X5,Generation,Iter
Hybridindex,9.8[9.82141],9.79331[9.83409],9.80691[9.80829],1,0
Pref0,0.49[0.49107],0.489665[0.491704],0.490346[0.490415],1,0
Signal0,0.49[0.49107],0.489665[0.491704],0.490346[0.490415],1,0
Hybridindex,10.098[9.04762],10.4183[9.07602],9.75104[9.00391],2,0
Pref0,0.50275[0.467298],0.518269[0.468891],0.485938[0.464982],2,0
Signal0,0.50275[0.467298],0.518269[0.468891],0.485938[0.464982],2,0
Hybridindex,9.863[7.33883],9.90545[7.39171],9.8197[7.28424],3,0
Pref0,0.4915[0.421518],0.496535[0.423608],0.486364[0.419314],3,0
Signal0,0.4915[0.421518],0.496535[0.423608],0.486364[0.419314],3,0
Hybridindex,9.58425[5.32417],9.47798[5.32418],9.69031[5.32205],4,0
Pref0,0.4925[0.386256],0.483483[0.385521],0.501499[0.386779],4,0
Signal0,0.4925[0.386256],0.483483[0.385521],0.501499[0.386779],4,0
Hybridindex,9.69525[3.96068],9.46208[3.93171],9.92334[3.97561],5,0
Pref0,0.5065[0.36974],0.501011[0.368089],0.511869[0.37127],5,0
Signal0,0.5065[0.36974],0.501011[0.368089],0.511869[0.37127],5,0
Hybridindex,9.6235[3.18473],9.58325[3.13729],9.66497[3.23236],6,0
Pref0,0.503[0.369108],0.496552[0.369713],0.509645[0.368366],6,0
Signal0,0.503[0.369108],0.496552[0.369713],0.509645[0.368366],6,0
Hybridindex,9.559[2.66993],9.499[2.61397],9.61853[2.723],7,0
Pref0,0.508[0.358728],0.505522[0.358096],0.510458[0.359338],7,0
Signal0,0.508[0.358728],0.505522[0.358096],0.510458[0.359338],7,0
Hybridindex,9.52325[2.39303],9.51193[2.43868],9.53471[2.34586],8,0
Pref0,0.5075[0.368366],0.511928[0.370182],0.503018[0.366465],8,0
Signal0,0.5075[0.368366],0.511928[0.370182],0.503018[0.366465],8,0
Hybridindex,9.508[2.29449],9.44162[2.26783],9.57465[2.31904],9,0
Pref0,0.497[0.369108],0.49002[0.360749],0.504008[0.377185],9,0
Signal0,0.497[0.369108],0.49002[0.360749],0.504008[0.377185],9,0
Hybridindex,9.535[2.25339],9.53458[2.31132],9.53543[2.19247],10,0
Pref0,0.49275[0.359267],0.496047[0.358389],0.489372[0.360132],10,0
Signal0,0.49275[0.359267],0.496047[0.358389],0.489372[0.360132],10,0
Hybridindex,9.56525[2.1697],9.6157[2.18374],9.51668[2.15499],11,0
Pref0,0.5025[0.366052],0.498471[0.365773],0.506379[0.366278],11,0
Signal0,0.5025[0.366052],0.498471[0.365773],0.506379[0.366278],11,0
Hybridindex,9.56275[2.08079],9.58815[2.05816],9.53715[2.10305],12,0
