X2,X3,X4,X5,Generation,Iter
Hybridindex,10.07[9.95465],10.2085[9.93805],9.92951[9.96949],1,0
Pref0,0.5035[0.497733],0.510427[0.496903],0.496475[0.498475],1,0
Signal0,0.5035[0.497733],0.510427[0.496903],0.496475[0.498475],1,0
Hybridindex,9.4585[9.9224],9.51182[9.93655],9.40798[9.90871],2,0
Pref0,0.47325[0.496396],0.475848[0.496837],0.470789[0.495966],2,0
Signal0,0.47225[0.496342],0.47482[0.497303],0.469815[0.495416],2,0
Hybridindex,9.016[9.84499],9.51558[9.91345],8.55207[9.7581],3,0
Pref0,0.45075[0.493153],0.475078[0.495988],0.428158[0.489423],3,0
Signal0,0.4505[0.493001],0.475078[0.495988],0.427676[0.489106],3,0
Hybridindex,8.45625[9.73369],8.64476[9.78234],8.27729[9.68389],4,0
Pref0,0.4235[0.488516],0.433778[0.49065],0.413743[0.48628],4,0
Signal0,0.42375[0.488683],0.432752[0.491034],0.415205[0.486286],4,0
Hybridindex,7.86125[9.56358],7.66186[9.50551],8.04903[9.61417],5,0
Pref0,0.39275[0.481012],0.382474[0.47797],0.402427[0.483659],5,0
Signal0,0.39475[0.482232],0.385052[0.479941],0.403883[0.484201],5,0
Hybridindex,7.9745[9.54761],8.19711[9.58032],7.76528[9.51201],6,0
Pref0,0.39925[0.480858],0.409185[0.482413],0.389913[0.479204],6,0
Signal0,0.39925[0.481897],0.411249[0.483865],0.387973[0.479766],6,0
Hybridindex,7.83925[9.49071],7.81846[9.49226],7.85992[9.48912],7,0
Pref0,0.39525[0.4826],0.395186[0.483734],0.395314[0.481469],7,0
Signal0,0.3925[0.482124],0.390672[0.482994],0.394317[0.481251],7,0
Hybridindex,7.64225[9.35209],7.54727[9.34048],7.7423[9.36327],8,0
Pref0,0.38375[0.478133],0.378655[0.47618],0.389117[0.480123],8,0
Signal0,0.382[0.477049],0.376706[0.475166],0.387577[0.478962],8,0
Hybridindex,8.12975[9.3749],8.31024[9.40653],7.94[9.33778],9,0
Pref0,0.41[0.481041],0.422439[0.483971],0.396923[0.477591],9,0
Signal0,0.4055[0.481477],0.413659[0.485506],0.396923[0.477054],9,0
Hybridindex,7.6655[9.24557],7.58375[9.21284],7.74579[9.27691],10,0
Pref0,0.388[0.479277],0.381433[0.479466],0.39445[0.479003],10,0
Signal0,0.3825[0.476124],0.377397[0.474744],0.387512[0.477421],10,0
