X1,X2,X3,X4,X5,Generation,Iter
3,Pref0,0[0],0[0],0[0],25,0_34
3,Signal0,0[0],0[0],0[0],25,0_34
3,Hybridindex,5.8425[1.74827],5.83759[1.7421],5.84721[1.75415],26,0_34
3,Pref0,0[0],0[0],0[0],26,0_34
3,Signal0,0[0],0[0],0[0],26,0_34
3,Hybridindex,5.8765[1.77426],5.84086[1.74548],5.91185[1.80166],27,0_34
3,Pref0,0[0],0[0],0[0],27,0_34
3,Signal0,0[0],0[0],0[0],27,0_34
3,Hybridindex,5.85175[1.77282],5.96773[1.78031],5.73414[1.75739],28,0_34
3,Pref0,0[0],0[0],0[0],28,0_34
3,Signal0,0[0],0[0],0[0],28,0_34
3,Hybridindex,5.838[1.71472],5.81716[1.70284],5.85969[1.72673],29,0_34
3,Pref0,0[0],0[0],0[0],29,0_34
3,Signal0,0[0],0[0],0[0],29,0_34
3,Hybridindex,5.8215[1.73865],5.85831[1.75741],5.78606[1.71964],30,0_34
3,Pref0,0[0],0[0],0[0],30,0_34
3,Signal0,0[0],0[0],0[0],30,0_34
3,Hybridindex,5.7925[1.71039],5.79762[1.74402],5.78772[1.67836],31,0_34
3,Pref0,0[0],0[0],0[0],31,0_34
3,Signal0,0[0],0[0],0[0],31,0_34
3,Hybridindex,5.7655[1.7047],5.75518[1.68724],5.77609[1.72238],32,0_34
3,Pref0,0[0],0[0],0[0],32,0_34
3,Signal0,0[0],0[0],0[0],32,0_34
3,Hybridindex,5.78275[1.72617],5.74582[1.69563],5.82096[1.7564],33,0_34
3,Pref0,0[0],0[0],0[0],33,0_34
3,Signal0,0[0],0[0],0[0],33,0_34
3,Hybridindex,5.776[1.73142],5.79478[1.75089],5.75806[1.71243],34,0_34
3,Pref0,0[0],0[0],0[0],34,0_34
3,Signal0,0[0],0[0],0[0],34,0_34
3,Hybridindex,5.81525[1.71675],5.85246[1.70693],5.77518[1.72637],35,0_34
3,Pref0,0[0],0[0],0[0],35,0_34
3,Signal0,0[0],0[0],0[0],35,0_34
3,Hybridindex,5.8215[1.67478],5.80881[1.6743],5.83417[1.67516],36,0_34
3,Pref0,0[0],0[0],0[0],36,0_34
3,Signal0,0[0],0[0],0[0],36,0_34
3,Hybridindex,5.82925[1.66147],5.85462[1.66894],5.80295[1.65328],37,0_34
3,Pref0,0[0],0[0],0[0],37,0_34
3,Signal0,0[0],0[0],0[0],37,0_34
3,Hybridindex,5.7905[1.65321],5.7371[1.57868],5.84687[1.72661],38,0_34
3,Pref0,0[0],0[0],0[0],38,0_34
3,Signal0,0[0],0[0],0[0],38,0_34
3,Hybridindex,5.8235[1.68637],5.83595[1.71942],5.81059[1.65132],39,0_34
3,Pref0,0[0],0[0],0[0],39,0_34
3,Signal0,0[0],0[0],0[0],39,0_34
3,Hybridindex,5.73025[1.69281],5.61162[1.71915],5.84653[1.65838],40,0_34
3,Pref0,0[0],0[0],0[0],40,0_34
3,Signal0,0[0],0[0],0[0],40,0_34
3,Hybridindex,5.7955[1.68261],5.76637[1.67996],5.826[1.68485],41,0_34
3,Pref0,0[0],0[0],0[0],41,0_34
3,Signal0,0[0],0[0],0[0],41,0_34
3,Hybridindex,5.84925[1.62131],5.91103[1.63729],5.78672[1.60256],42,0_34
3,Pref0,0[0],0[0],0[0],42,0_34
3,Signal0,0[0],0[0],0[0],42,0_34
3,Hybridindex,5.84025[1.65382],5.84138[1.64675],5.83909[1.66106],43,0_34
3,Pref0,0[0],0[0],0[0],43,0_34
3,Signal0,0[0],0[0],0[0],43,0_34
3,Hybridindex,5.82375[1.64941],5.82859[1.65352],5.81874[1.64513],44,0_34
3,Pref0,0[0],0[0],0[0],44,0_34
3,Signal0,0[0],0[0],0[0],44,0_34
3,Hybridindex,5.8715[1.62303],5.88894[1.64227],5.8526[1.60172],45,0_34
3,Pref0,0[0],0[0],0[0],45,0_34
3,Signal0,0[0],0[0],0[0],45,0_34
3,Hybridindex,5.85375[1.64962],5.84976[1.7069],5.85795[1.58715],46,0_34
3,Pref0,0[0],0[0],0[0],46,0_34
3,Signal0,0[0],0[0],0[0],46,0_34
3,Hybridindex,5.8585[1.60988],5.96341[1.59798],5.75689[1.61485],47,0_34
3,Pref0,0[0],0[0],0[0],47,0_34
3,Signal0,0[0],0[0],0[0],47,0_34
3,Hybridindex,5.7915[1.6434],5.76803[1.66383],5.81622[1.62125],48,0_34
3,Pref0,0[0],0[0],0[0],48,0_34
3,Signal0,0[0],0[0],0[0],48,0_34
3,Hybridindex,5.8835[1.64694],5.88632[1.6891],5.88084[1.60606],49,0_34
3,Pref0,0[0],0[0],0[0],49,0_34
3,Signal0,0[0],0[0],0[0],49,0_34
3,Hybridindex,5.89825[1.62512],5.95659[1.65872],5.83968[1.58852],50,0_34
3,Pref0,0[0],0[0],0[0],50,0_34
3,Signal0,0[0],0[0],0[0],50,0_34
3,Hybridindex,5.91875[1.6743],5.92522[1.70188],5.91198[1.64489],51,0_34
3,Pref0,0[0],0[0],0[0],51,0_34
3,Signal0,0[0],0[0],0[0],51,0_34
3,Hybridindex,5.918[1.60656],5.88325[1.61334],5.95381[1.59875],52,0_34
3,Pref0,0[0],0[0],0[0],52,0_34
3,Signal0,0[0],0[0],0[0],52,0_34
3,Hybridindex,5.9785[1.65281],6.00249[1.68116],5.95423[1.62326],53,0_34
3,Pref0,0[0],0[0],0[0],53,0_34
3,Signal0,0[0],0[0],0[0],53,0_34
3,Hybridindex,5.99125[1.69464],5.97843[1.71683],6.00522[1.67],54,0_34
3,Pref0,0[0],0[0],0[0],54,0_34
3,Signal0,0[0],0[0],0[0],54,0_34
3,Hybridindex,6.01325[1.62518],5.99695[1.61842],6.02906[1.63155],55,0_34
3,Pref0,0[0],0[0],0[0],55,0_34
3,Signal0,0[0],0[0],0[0],55,0_34
3,Hybridindex,6.00825[1.59869],5.99645[1.63043],6.01974[1.56706],56,0_34
3,Pref0,0[0],0[0],0[0],56,0_34
3,Signal0,0[0],0[0],0[0],56,0_34
3,Hybridindex,6.03925[1.62414],6.04907[1.64025],6.02905[1.60717],57,0_34
3,Pref0,0[0],0[0],0[0],57,0_34
3,Signal0,0[0],0[0],0[0],57,0_34
3,Hybridindex,6.0305[1.61123],6.03069[1.60508],6.0303[1.61748],58,0_34
3,Pref0,0[0],0[0],0[0],58,0_34
3,Signal0,0[0],0[0],0[0],58,0_34
3,Hybridindex,6.03475[1.57414],6.06777[1.60257],6.00564[1.54806],59,0_34
3,Pref0,0[0],0[0],0[0],59,0_34
3,Signal0,0[0],0[0],0[0],59,0_34
3,Hybridindex,6.024[1.59418],6.00753[1.63536],6.04034[1.55209],60,0_34
3,Pref0,0[0],0[0],0[0],60,0_34
3,Signal0,0[0],0[0],0[0],60,0_34
3,Hybridindex,5.99925[1.61109],6.02647[1.60918],5.97197[1.61255],61,0_34
3,Pref0,0[0],0[0],0[0],61,0_34
3,Signal0,0[0],0[0],0[0],61,0_34
3,Hybridindex,6.01875[1.57354],6.01072[1.56966],6.02721[1.57757],62,0_34
3,Pref0,0[0],0[0],0[0],62,0_34
3,Signal0,0[0],0[0],0[0],62,0_34
3,Hybridindex,5.9805[1.63367],5.94467[1.59231],6.01404[1.67076],63,0_34
3,Pref0,0[0],0[0],0[0],63,0_34
3,Signal0,0[0],0[0],0[0],63,0_34
3,Hybridindex,5.99875[1.61775],5.96985[1.60561],6.02736[1.62918],64,0_34
3,Pref0,0[0],0[0],0[0],64,0_34
3,Signal0,0[0],0[0],0[0],64,0_34
3,Hybridindex,5.9795[1.60424],5.95899[1.60688],6.00051[1.60126],65,0_34
3,Pref0,0[0],0[0],0[0],65,0_34
3,Signal0,0[0],0[0],0[0],65,0_34
3,Hybridindex,6.00825[1.59062],6.02602[1.59802],5.99118[1.58328],66,0_34
3,Pref0,0[0],0[0],0[0],66,0_34
3,Signal0,0[0],0[0],0[0],66,0_34
3,Hybridindex,5.986[1.59626],6.0225[1.57837],5.9495[1.61313],67,0_34
3,Pref0,0[0],0[0],0[0],67,0_34
3,Signal0,0[0],0[0],0[0],67,0_34
3,Hybridindex,5.9745[1.5933],5.87586[1.5825],6.07614[1.598],68,0_34
3,Pref0,0[0],0[0],0[0],68,0_34
3,Signal0,0[0],0[0],0[0],68,0_34
3,Hybridindex,5.97725[1.57515],5.95034[1.59191],6.00509[1.55714],69,0_34
3,Pref0,0[0],0[0],0[0],69,0_34
3,Signal0,0[0],0[0],0[0],69,0_34
3,Hybridindex,5.982[1.56355],5.94129[1.58884],6.02312[1.53648],70,0_34
3,Pref0,0[0],0[0],0[0],70,0_34
3,Signal0,0[0],0[0],0[0],70,0_34
3,Hybridindex,5.967[1.62339],5.97182[1.61208],5.96189[1.63528],71,0_34
3,Pref0,0[0],0[0],0[0],71,0_34
3,Signal0,0[0],0[0],0[0],71,0_34
3,Hybridindex,5.9975[1.58011],5.98112[1.54801],6.01324[1.61019],72,0_34
3,Pref0,0[0],0[0],0[0],72,0_34
3,Signal0,0[0],0[0],0[0],72,0_34
3,Hybridindex,6.0335[1.59668],6.04387[1.64634],6.02307[1.54503],73,0_34
3,Pref0,0[0],0[0],0[0],73,0_34
3,Signal0,0[0],0[0],0[0],73,0_34
3,Hybridindex,6.04[1.61861],6.05098[1.63863],6.02964[1.59942],74,0_34
3,Pref0,0[0],0[0],0[0],74,0_34
3,Signal0,0[0],0[0],0[0],74,0_34
3,Hybridindex,6.01875[1.59977],6.08278[1.59306],5.94698[1.60423],75,0_34
3,Pref0,0[0],0[0],0[0],75,0_34
3,Signal0,0[0],0[0],0[0],75,0_34
3,Hybridindex,5.9765[1.56443],5.96161[1.52282],5.99228[1.6072],76,0_34
3,Pref0,0[0],0[0],0[0],76,0_34
3,Signal0,0[0],0[0],0[0],76,0_34
3,Hybridindex,5.9415[1.60041],5.88232[1.60043],6.00151[1.59816],77,0_34
3,Pref0,0[0],0[0],0[0],77,0_34
3,Signal0,0[0],0[0],0[0],77,0_34
3,Hybridindex,5.9135[1.58935],5.85467[1.60402],5.97047[1.5729],78,0_34
3,Pref0,0[0],0[0],0[0],78,0_34
3,Signal0,0[0],0[0],0[0],78,0_34
3,Hybridindex,5.918[1.59899],5.98338[1.65504],5.85353[1.53901],79,0_34
3,Pref0,0[0],0[0],0[0],79,0_34
3,Signal0,0[0],0[0],0[0],79,0_34
3,Hybridindex,5.93975[1.57995],5.93854[1.61282],5.941[1.54521],80,0_34
3,Pref0,0[0],0[0],0[0],80,0_34
3,Signal0,0[0],0[0],0[0],80,0_34
3,Hybridindex,5.91825[1.57312],5.92039[1.58833],5.91598[1.55679],81,0_34
3,Pref0,0[0],0[0],0[0],81,0_34
3,Signal0,0[0],0[0],0[0],81,0_34
3,Hybridindex,5.912[1.57369],5.88604[1.61221],5.93775[1.53409],82,0_34
3,Pref0,0[0],0[0],0[0],82,0_34
3,Signal0,0[0],0[0],0[0],82,0_34
3,Hybridindex,5.8815[1.55843],5.89286[1.60403],5.86963[1.50922],83,0_34
3,Pref0,0[0],0[0],0[0],83,0_34
3,Signal0,0[0],0[0],0[0],83,0_34
3,Hybridindex,5.8365[1.53835],5.78461[1.50115],5.88517[1.57088],84,0_34
3,Pref0,0[0],0[0],0[0],84,0_34
3,Signal0,0[0],0[0],0[0],84,0_34
3,Hybridindex,5.76625[1.55964],5.73917[1.55916],5.79421[1.55965],85,0_34
3,Pref0,0[0],0[0],0[0],85,0_34
3,Signal0,0[0],0[0],0[0],85,0_34
3,Hybridindex,5.79625[1.5464],5.73779[1.52753],5.85758[1.56361],86,0_34
3,Pref0,0[0],0[0],0[0],86,0_34
3,Signal0,0[0],0[0],0[0],86,0_34
3,Hybridindex,5.83775[1.6068],5.89349[1.5982],5.78043[1.61359],87,0_34
3,Pref0,0[0],0[0],0[0],87,0_34
3,Signal0,0[0],0[0],0[0],87,0_34
3,Hybridindex,5.84725[1.59179],5.87822[1.6166],5.81566[1.56544],88,0_34
3,Pref0,0[0],0[0],0[0],88,0_34
3,Signal0,0[0],0[0],0[0],88,0_34
3,Hybridindex,5.88375[1.5807],5.91041[1.57471],5.85714[1.58621],89,0_34
3,Pref0,0[0],0[0],0[0],89,0_34
3,Signal0,0[0],0[0],0[0],89,0_34
3,Hybridindex,5.81[1.56761],5.79231[1.58379],5.82683[1.55187],90,0_34
3,Pref0,0[0],0[0],0[0],90,0_34
3,Signal0,0[0],0[0],0[0],90,0_34
3,Hybridindex,5.77[1.59862],5.65528[1.59483],5.88358[1.59426],91,0_34
3,Pref0,0[0],0[0],0[0],91,0_34
3,Signal0,0[0],0[0],0[0],91,0_34
3,Hybridindex,5.7665[1.52331],5.80403[1.53757],5.73136[1.50899],92,0_34
3,Pref0,0[0],0[0],0[0],92,0_34
3,Signal0,0[0],0[0],0[0],92,0_34
3,Hybridindex,5.708[1.53354],5.63166[1.51219],5.78076[1.55012],93,0_34
3,Pref0,0[0],0[0],0[0],93,0_34
3,Signal0,0[0],0[0],0[0],93,0_34
3,Hybridindex,5.729[1.54719],5.71622[1.5586],5.74176[1.53562],94,0_34
3,Pref0,0[0],0[0],0[0],94,0_34
3,Signal0,0[0],0[0],0[0],94,0_34
3,Hybridindex,5.72875[1.54152],5.69939[1.57977],5.75741[1.5027],95,0_34
3,Pref0,0[0],0[0],0[0],95,0_34
3,Signal0,0[0],0[0],0[0],95,0_34
3,Hybridindex,5.77575[1.54696],5.76881[1.53854],5.78283[1.55548],96,0_34
3,Pref0,0[0],0[0],0[0],96,0_34
3,Signal0,0[0],0[0],0[0],96,0_34
3,Hybridindex,5.83475[1.57347],5.84478[1.53541],5.82462[1.61094],97,0_34
3,Pref0,0[0],0[0],0[0],97,0_34
3,Signal0,0[0],0[0],0[0],97,0_34
3,Hybridindex,5.872[1.56465],5.84218[1.55249],5.9017[1.5761],98,0_34
3,Pref0,0[0],0[0],0[0],98,0_34
3,Signal0,0[0],0[0],0[0],98,0_34
3,Hybridindex,5.887[1.60919],5.91658[1.58021],5.85771[1.63684],99,0_34
3,Pref0,0[0],0[0],0[0],99,0_34
3,Signal0,0[0],0[0],0[0],99,0_34
3,Hybridindex,5.9155[1.5792],5.89712[1.54313],5.93542[1.61713],100,0_34
3,Pref0,0[0],0[0],0[0],100,0_34
3,Signal0,0[0],0[0],0[0],100,0_34
3,Hybridindex,10.36[8.51883],10.3445[8.43852],10.3751[8.59632],1,0_35
3,Pref0,0.518[0.425941],0.517224[0.421926],0.518756[0.429816],1,0_35
3,Signal0,0.518[0.425941],0.517224[0.421926],0.518756[0.429816],1,0_35
3,Hybridindex,10.545[7.89169],10.6538[7.83936],10.4366[7.94198],2,0_35
3,Pref0,0.52375[0.416306],0.527054[0.416072],0.520459[0.416514],2,0_35
3,Signal0,0.52375[0.416306],0.527054[0.416072],0.520459[0.416514],2,0_35
3,Hybridindex,10.7085[7.21024],10.6673[7.23993],10.7521[7.17845],3,0_35
3,Pref0,0.523[0.414392],0.517023[0.417809],0.529321[0.410653],3,0_35
3,Signal0,0.523[0.414392],0.517023[0.417809],0.529321[0.410653],3,0_35
3,Hybridindex,10.642[6.46313],10.4783[6.48108],10.811[6.44018],4,0_35
3,Pref0,0.527[0.400963],0.519193[0.403449],0.535061[0.398218],4,0_35
3,Signal0,0.527[0.400963],0.519193[0.403449],0.535061[0.398218],4,0_35
3,Hybridindex,10.8968[5.68693],10.9809[5.73786],10.8175[5.6374],5,0_35
3,Pref0,0.541[0.399774],0.539691[0.402597],0.542233[0.397092],5,0_35
3,Signal0,0.541[0.399774],0.539691[0.402597],0.542233[0.397092],5,0_35
3,Hybridindex,11.0425[4.99036],10.8098[5.06413],11.2594[4.91066],6,0_35
3,Pref0,0.56075[0.403342],0.553368[0.403356],0.567633[0.403207],6,0_35
3,Signal0,0.56075[0.403342],0.553368[0.403356],0.567633[0.403207],6,0_35
3,Hybridindex,11.1805[4.37658],11.0137[4.40855],11.3437[4.33886],7,0_35
3,Pref0,0.593[0.401062],0.587462[0.404955],0.598417[0.397143],7,0_35
3,Signal0,0.593[0.401062],0.587462[0.404955],0.598417[0.397143],7,0_35
3,Hybridindex,11.2722[3.90327],11.2412[3.93567],11.3047[3.86885],8,0_35
3,Pref0,0.61475[0.388532],0.618395[0.388401],0.610941[0.388633],8,0_35
3,Signal0,0.61475[0.388532],0.618395[0.388401],0.610941[0.388633],8,0_35
3,Hybridindex,11.434[3.55583],11.3648[3.56345],11.5061[3.54642],9,0_35
3,Pref0,0.6415[0.3863],0.642997[0.392289],0.639939[0.379947],9,0_35
3,Signal0,0.6415[0.3863],0.642997[0.392289],0.639939[0.379947],9,0_35
3,Hybridindex,11.69[3.09252],11.7074[3.05672],11.6735[3.12603],10,0_35
3,Pref0,0.68725[0.374249],0.690452[0.371496],0.684211[0.376819],10,0_35
3,Signal0,0.68725[0.374249],0.690452[0.371496],0.684211[0.376819],10,0_35
3,Hybridindex,11.867[2.71612],11.9218[2.71757],11.8124[2.71358],11,0_35
3,Pref0,0.74725[0.339474],0.747495[0.338523],0.747006[0.340418],11,0_35
3,Signal0,0.74725[0.339474],0.747495[0.338523],0.747006[0.340418],11,0_35
3,Hybridindex,12.1595[2.4146],12.178[2.4562],12.14[2.36993],12,0_35
3,Pref0,0.817[0.294128],0.820976[0.292006],0.812821[0.296284],12,0_35
3,Signal0,0.817[0.294128],0.820976[0.292006],0.812821[0.296284],12,0_35
3,Hybridindex,12.4232[2.19493],12.3363[2.21164],12.5127[2.174],13,0_35
3,Pref0,0.87425[0.245075],0.867357[0.252032],0.881339[0.2375],13,0_35
3,Signal0,0.87425[0.245075],0.867357[0.252032],0.881339[0.2375],13,0_35
3,Hybridindex,12.4595[2.01819],12.4359[2.04593],12.4834[1.98939],14,0_35
3,Pref0,0.936[0.175083],0.939424[0.169129],0.932528[0.180854],14,0_35
3,Signal0,0.936[0.175083],0.939424[0.169129],0.932528[0.180854],14,0_35
3,Hybridindex,12.504[1.92165],12.5415[1.91264],12.4647[1.93027],15,0_35
3,Pref0,0.9645[0.129382],0.963379[0.132128],0.965676[0.126427],15,0_35
3,Signal0,0.9645[0.129382],0.963379[0.132128],0.965676[0.126427],15,0_35
3,Hybridindex,12.5335[2.00359],12.4678[2.00236],12.5964[2.00275],16,0_35
3,Pref0,0.98375[0.0886619],0.985174[0.0848132],0.982387[0.0921741],16,0_35
3,Signal0,0.98375[0.0886619],0.985174[0.0848132],0.982387[0.0921741],16,0_35
3,Hybridindex,12.6318[1.98665],12.6055[2.00325],12.6587[1.96906],17,0_35
3,Pref0,0.9925[0.0607762],0.99359[0.0562498],0.991379[0.0650848],17,0_35
3,Signal0,0.9925[0.0607762],0.99359[0.0562498],0.991379[0.0650848],17,0_35
3,Hybridindex,12.6305[1.97642],12.6286[2.01129],12.6325[1.93982],18,0_35
3,Pref0,0.9955[0.0472202],0.995567[0.0468732],0.995431[0.0475751],18,0_35
3,Signal0,0.9955[0.0472202],0.995567[0.0468732],0.995431[0.0475751],18,0_35
3,Hybridindex,12.5745[1.96022],12.498[2.01434],12.6535[1.89949],19,0_35
3,Pref0,0.998[0.0315595],0.998031[0.031311],0.997967[0.031814],19,0_35
3,Signal0,0.998[0.0315595],0.998031[0.031311],0.997967[0.031814],19,0_35
3,Hybridindex,12.6003[1.93056],12.7397[1.90654],12.4628[1.9442],20,0_35
3,Pref0,0.99975[0.0111775],0.999496[0.015859],1[0],20,0_35
3,Signal0,0.99975[0.0111775],0.999496[0.015859],1[0],20,0_35
3,Hybridindex,12.6553[1.89309],12.63[1.94261],12.6812[1.8403],21,0_35
3,Pref0,1[0],1[0],1[0],21,0_35
3,Signal0,1[0],1[0],1[0],21,0_35
3,Hybridindex,12.6653[1.84731],12.63[1.82628],12.7015[1.86804],22,0_35
3,Pref0,1[0],1[0],1[0],22,0_35
3,Signal0,1[0],1[0],1[0],22,0_35
3,Hybridindex,12.6192[1.86873],12.654[1.93024],12.5829[1.80137],23,0_35
3,Pref0,1[0],1[0],1[0],23,0_35
3,Signal0,1[0],1[0],1[0],23,0_35
3,Hybridindex,12.5998[1.85255],12.5585[1.86895],12.6389[1.83598],24,0_35
3,Pref0,1[0],1[0],1[0],24,0_35
3,Signal0,1[0],1[0],1[0],24,0_35
3,Hybridindex,12.586[1.86188],12.5758[1.81584],12.5964[1.90756],25,0_35
3,Pref0,1[0],1[0],1[0],25,0_35
3,Signal0,1[0],1[0],1[0],25,0_35
3,Hybridindex,12.6203[1.83137],12.7275[1.81895],12.5077[1.83759],26,0_35
3,Pref0,1[0],1[0],1[0],26,0_35
3,Signal0,1[0],1[0],1[0],26,0_35
3,Hybridindex,12.6007[1.82715],12.6305[1.81546],12.5727[1.83762],27,0_35
3,Pref0,1[0],1[0],1[0],27,0_35
3,Signal0,1[0],1[0],1[0],27,0_35
3,Hybridindex,12.5578[1.79396],12.4872[1.83005],12.6305[1.75302],28,0_35
3,Pref0,1[0],1[0],1[0],28,0_35
3,Signal0,1[0],1[0],1[0],28,0_35
3,Hybridindex,12.564[1.89424],12.5025[1.86266],12.6265[1.92379],29,0_35
3,Pref0,1[0],1[0],1[0],29,0_35
3,Signal0,1[0],1[0],1[0],29,0_35
3,Hybridindex,12.6092[1.82905],12.5683[1.85923],12.6516[1.79632],30,0_35
3,Pref0,1[0],1[0],1[0],30,0_35
3,Signal0,1[0],1[0],1[0],30,0_35
3,Hybridindex,12.5955[1.81594],12.6264[1.84673],12.5643[1.78376],31,0_35
3,Pref0,1[0],1[0],1[0],31,0_35
3,Signal0,1[0],1[0],1[0],31,0_35
3,Hybridindex,12.618[1.7865],12.6327[1.79619],12.6039[1.77703],32,0_35
3,Pref0,1[0],1[0],1[0],32,0_35
3,Signal0,1[0],1[0],1[0],32,0_35
3,Hybridindex,12.622[1.80703],12.6718[1.77787],12.5712[1.83491],33,0_35
3,Pref0,1[0],1[0],1[0],33,0_35
3,Signal0,1[0],1[0],1[0],33,0_35
3,Hybridindex,12.5668[1.84585],12.517[1.82452],12.6166[1.86565],34,0_35
3,Pref0,1[0],1[0],1[0],34,0_35
3,Signal0,1[0],1[0],1[0],34,0_35
3,Hybridindex,12.5247[1.82326],12.4764[1.83994],12.5748[1.80447],35,0_35
3,Pref0,1[0],1[0],1[0],35,0_35
3,Signal0,1[0],1[0],1[0],35,0_35
3,Hybridindex,12.6[1.82503],12.5755[1.72872],12.6239[1.91392],36,0_35
3,Pref0,1[0],1[0],1[0],36,0_35
3,Signal0,1[0],1[0],1[0],36,0_35
3,Hybridindex,12.587[1.80497],12.54[1.82949],12.6363[1.77756],37,0_35
3,Pref0,1[0],1[0],1[0],37,0_35
3,Signal0,1[0],1[0],1[0],37,0_35
3,Hybridindex,12.6163[1.76461],12.629[1.78126],12.6038[1.74812],38,0_35
3,Pref0,1[0],1[0],1[0],38,0_35
3,Signal0,1[0],1[0],1[0],38,0_35
3,Hybridindex,12.6075[1.77368],12.5912[1.72845],12.6246[1.81986],39,0_35
3,Pref0,1[0],1[0],1[0],39,0_35
3,Signal0,1[0],1[0],1[0],39,0_35
3,Hybridindex,12.6252[1.76301],12.6185[1.7379],12.6318[1.78691],40,0_35
3,Pref0,1[0],1[0],1[0],40,0_35
3,Signal0,1[0],1[0],1[0],40,0_35
3,Hybridindex,12.6267[1.76269],12.6199[1.76163],12.634[1.76378],41,0_35
3,Pref0,1[0],1[0],1[0],41,0_35
3,Signal0,1[0],1[0],1[0],41,0_35
3,Hybridindex,12.6188[1.75578],12.6296[1.78257],12.6076[1.72768],42,0_35
3,Pref0,1[0],1[0],1[0],42,0_35
3,Signal0,1[0],1[0],1[0],42,0_35
3,Hybridindex,12.5887[1.74921],12.5835[1.75866],12.5936[1.74037],43,0_35
3,Pref0,1[0],1[0],1[0],43,0_35
3,Signal0,1[0],1[0],1[0],43,0_35
3,Hybridindex,12.563[1.7934],12.4966[1.80378],12.6343[1.77942],44,0_35
3,Pref0,1[0],1[0],1[0],44,0_35
3,Signal0,1[0],1[0],1[0],44,0_35
3,Hybridindex,12.5645[1.74079],12.6354[1.74985],12.4945[1.72896],45,0_35
3,Pref0,1[0],1[0],1[0],45,0_35
3,Signal0,1[0],1[0],1[0],45,0_35
3,Hybridindex,12.585[1.82038],12.535[1.81248],12.6322[1.82655],46,0_35
3,Pref0,1[0],1[0],1[0],46,0_35
3,Signal0,1[0],1[0],1[0],46,0_35
3,Hybridindex,12.6148[1.8121],12.6324[1.8281],12.5977[1.79637],47,0_35
3,Pref0,1[0],1[0],1[0],47,0_35
3,Signal0,1[0],1[0],1[0],47,0_35
3,Hybridindex,12.5755[1.77892],12.5387[1.80573],12.6128[1.75052],48,0_35
3,Pref0,1[0],1[0],1[0],48,0_35
3,Signal0,1[0],1[0],1[0],48,0_35
3,Hybridindex,12.6557[1.77218],12.6274[1.78054],12.6839[1.76337],49,0_35
3,Pref0,1[0],1[0],1[0],49,0_35
3,Signal0,1[0],1[0],1[0],49,0_35
3,Hybridindex,12.6715[1.79564],12.7019[1.75568],12.6403[1.83524],50,0_35
3,Pref0,1[0],1[0],1[0],50,0_35
3,Signal0,1[0],1[0],1[0],50,0_35
3,Hybridindex,12.7005[1.7675],12.6771[1.85554],12.7251[1.66959],51,0_35
3,Pref0,1[0],1[0],1[0],51,0_35
3,Signal0,1[0],1[0],1[0],51,0_35
3,Hybridindex,12.7063[1.79453],12.7488[1.77327],12.6587[1.81679],52,0_35
3,Pref0,1[0],1[0],1[0],52,0_35
3,Signal0,1[0],1[0],1[0],52,0_35
3,Hybridindex,12.7707[1.76538],12.7688[1.73104],12.7728[1.80155],53,0_35
3,Pref0,1[0],1[0],1[0],53,0_35
3,Signal0,1[0],1[0],1[0],53,0_35
3,Hybridindex,12.7845[1.70911],12.8043[1.70434],12.766[1.71335],54,0_35
3,Pref0,1[0],1[0],1[0],54,0_35
3,Signal0,1[0],1[0],1[0],54,0_35
3,Hybridindex,12.8577[1.69496],12.8673[1.7012],12.849[1.68916],55,0_35
3,Pref0,1[0],1[0],1[0],55,0_35
3,Signal0,1[0],1[0],1[0],55,0_35
3,Hybridindex,12.8537[1.73277],12.8037[1.76816],12.9034[1.69547],56,0_35
3,Pref0,1[0],1[0],1[0],56,0_35
3,Signal0,1[0],1[0],1[0],56,0_35
3,Hybridindex,12.8618[1.71136],12.7756[1.73071],12.9453[1.68818],57,0_35
3,Pref0,1[0],1[0],1[0],57,0_35
3,Signal0,1[0],1[0],1[0],57,0_35
3,Hybridindex,12.792[1.71879],12.7553[1.71198],12.825[1.72421],58,0_35
3,Pref0,1[0],1[0],1[0],58,0_35
3,Signal0,1[0],1[0],1[0],58,0_35
3,Hybridindex,12.8005[1.77058],12.8468[1.75423],12.755[1.78535],59,0_35
3,Pref0,1[0],1[0],1[0],59,0_35
3,Signal0,1[0],1[0],1[0],59,0_35
3,Hybridindex,12.7383[1.72507],12.7286[1.73658],12.748[1.71333],60,0_35
3,Pref0,1[0],1[0],1[0],60,0_35
3,Signal0,1[0],1[0],1[0],60,0_35
3,Hybridindex,12.7193[1.71903],12.7714[1.71426],12.6678[1.72217],61,0_35
3,Pref0,1[0],1[0],1[0],61,0_35
3,Signal0,1[0],1[0],1[0],61,0_35
3,Hybridindex,12.6875[1.71073],12.7173[1.71064],12.6599[1.71035],62,0_35
3,Pref0,1[0],1[0],1[0],62,0_35
3,Signal0,1[0],1[0],1[0],62,0_35
3,Hybridindex,12.6585[1.74718],12.6618[1.72726],12.6553[1.76644],63,0_35
3,Pref0,1[0],1[0],1[0],63,0_35
3,Signal0,1[0],1[0],1[0],63,0_35
3,Hybridindex,12.668[1.72888],12.6352[1.74653],12.6992[1.71131],64,0_35
3,Pref0,1[0],1[0],1[0],64,0_35
3,Signal0,1[0],1[0],1[0],64,0_35
3,Hybridindex,12.617[1.71028],12.5898[1.72319],12.6435[1.69722],65,0_35
