X1,X2,X3,X4,X5,Generation,Iter
3,Pref0,0[0],0[0],0[0],53,0_52
3,Signal0,0[0],0[0],0[0],53,0_52
3,Hybridindex,7.27975[1.75787],7.26826[1.79256],7.29093[1.7234],54,0_52
3,Pref0,0[0],0[0],0[0],54,0_52
3,Signal0,0[0],0[0],0[0],54,0_52
3,Hybridindex,7.3795[1.75442],7.45129[1.74053],7.30684[1.76539],55,0_52
3,Pref0,0[0],0[0],0[0],55,0_52
3,Signal0,0[0],0[0],0[0],55,0_52
3,Hybridindex,7.389[1.70387],7.33962[1.74742],7.43907[1.65704],56,0_52
3,Pref0,0[0],0[0],0[0],56,0_52
3,Signal0,0[0],0[0],0[0],56,0_52
3,Hybridindex,7.40325[1.64583],7.37209[1.68337],7.43373[1.60768],57,0_52
3,Pref0,0[0],0[0],0[0],57,0_52
3,Signal0,0[0],0[0],0[0],57,0_52
3,Hybridindex,7.454[1.68431],7.49155[1.69175],7.416[1.67588],58,0_52
3,Pref0,0[0],0[0],0[0],58,0_52
3,Signal0,0[0],0[0],0[0],58,0_52
3,Hybridindex,7.431[1.72133],7.46255[1.70796],7.4002[1.73374],59,0_52
3,Pref0,0[0],0[0],0[0],59,0_52
3,Signal0,0[0],0[0],0[0],59,0_52
3,Hybridindex,7.4345[1.73327],7.39536[1.75636],7.47467[1.7083],60,0_52
3,Pref0,0[0],0[0],0[0],60,0_52
3,Signal0,0[0],0[0],0[0],60,0_52
3,Hybridindex,7.37725[1.76644],7.39921[1.76331],7.35498[1.76933],61,0_52
3,Pref0,0[0],0[0],0[0],61,0_52
3,Signal0,0[0],0[0],0[0],61,0_52
3,Hybridindex,7.36075[1.69573],7.30897[1.69366],7.4153[1.69619],62,0_52
3,Pref0,0[0],0[0],0[0],62,0_52
3,Signal0,0[0],0[0],0[0],62,0_52
3,Hybridindex,7.333[1.6814],7.32103[1.64769],7.34439[1.71277],63,0_52
3,Pref0,0[0],0[0],0[0],63,0_52
3,Signal0,0[0],0[0],0[0],63,0_52
3,Hybridindex,7.31725[1.74276],7.28116[1.7693],7.35242[1.71578],64,0_52
3,Pref0,0[0],0[0],0[0],64,0_52
3,Signal0,0[0],0[0],0[0],64,0_52
3,Hybridindex,7.2965[1.69841],7.32981[1.69984],7.26365[1.69635],65,0_52
3,Pref0,0[0],0[0],0[0],65,0_52
3,Signal0,0[0],0[0],0[0],65,0_52
3,Hybridindex,7.3505[1.74597],7.38845[1.76184],7.31225[1.72897],66,0_52
3,Pref0,0[0],0[0],0[0],66,0_52
3,Signal0,0[0],0[0],0[0],66,0_52
3,Hybridindex,7.352[1.67924],7.35155[1.67764],7.35244[1.68083],67,0_52
3,Pref0,0[0],0[0],0[0],67,0_52
3,Signal0,0[0],0[0],0[0],67,0_52
3,Hybridindex,7.337[1.68276],7.37299[1.71243],7.30129[1.65203],68,0_52
3,Pref0,0[0],0[0],0[0],68,0_52
3,Signal0,0[0],0[0],0[0],68,0_52
3,Hybridindex,7.31025[1.71307],7.32863[1.7174],7.29216[1.70861],69,0_52
3,Pref0,0[0],0[0],0[0],69,0_52
3,Signal0,0[0],0[0],0[0],69,0_52
3,Hybridindex,7.306[1.67939],7.31281[1.69076],7.29887[1.66738],70,0_52
3,Pref0,0[0],0[0],0[0],70,0_52
3,Signal0,0[0],0[0],0[0],70,0_52
3,Hybridindex,7.30675[1.70559],7.32972[1.67076],7.28516[1.73741],71,0_52
3,Pref0,0[0],0[0],0[0],71,0_52
3,Signal0,0[0],0[0],0[0],71,0_52
3,Hybridindex,7.35[1.72438],7.3225[1.76189],7.3775[1.6856],72,0_52
3,Pref0,0[0],0[0],0[0],72,0_52
3,Signal0,0[0],0[0],0[0],72,0_52
3,Hybridindex,7.3795[1.69801],7.41491[1.6969],7.34067[1.69837],73,0_52
3,Pref0,0[0],0[0],0[0],73,0_52
3,Signal0,0[0],0[0],0[0],73,0_52
3,Hybridindex,7.344[1.7133],7.35897[1.70455],7.32976[1.72147],74,0_52
3,Pref0,0[0],0[0],0[0],74,0_52
3,Signal0,0[0],0[0],0[0],74,0_52
3,Hybridindex,7.294[1.71101],7.32932[1.69809],7.25896[1.72302],75,0_52
3,Pref0,0[0],0[0],0[0],75,0_52
3,Signal0,0[0],0[0],0[0],75,0_52
3,Hybridindex,7.28025[1.707],7.26202[1.70551],7.29918[1.70833],76,0_52
3,Pref0,0[0],0[0],0[0],76,0_52
3,Signal0,0[0],0[0],0[0],76,0_52
3,Hybridindex,7.24875[1.64947],7.28371[1.66138],7.21156[1.63588],77,0_52
3,Pref0,0[0],0[0],0[0],77,0_52
3,Signal0,0[0],0[0],0[0],77,0_52
3,Hybridindex,7.20075[1.71583],7.14954[1.68532],7.25025[1.74339],78,0_52
3,Pref0,0[0],0[0],0[0],78,0_52
3,Signal0,0[0],0[0],0[0],78,0_52
3,Hybridindex,7.1925[1.69018],7.16455[1.73698],7.22182[1.63912],79,0_52
3,Pref0,0[0],0[0],0[0],79,0_52
3,Signal0,0[0],0[0],0[0],79,0_52
3,Hybridindex,7.1875[1.62637],7.17907[1.62433],7.19583[1.62835],80,0_52
3,Pref0,0[0],0[0],0[0],80,0_52
3,Signal0,0[0],0[0],0[0],80,0_52
3,Hybridindex,7.21575[1.68325],7.19231[1.67724],7.23692[1.68838],81,0_52
3,Pref0,0[0],0[0],0[0],81,0_52
3,Signal0,0[0],0[0],0[0],81,0_52
3,Hybridindex,7.21925[1.63648],7.26845[1.61012],7.17112[1.66044],82,0_52
3,Pref0,0[0],0[0],0[0],82,0_52
3,Signal0,0[0],0[0],0[0],82,0_52
3,Hybridindex,7.18675[1.65892],7.18042[1.60655],7.19316[1.71025],83,0_52
3,Pref0,0[0],0[0],0[0],83,0_52
3,Signal0,0[0],0[0],0[0],83,0_52
3,Hybridindex,7.21275[1.67141],7.18173[1.64282],7.24421[1.69934],84,0_52
3,Pref0,0[0],0[0],0[0],84,0_52
3,Signal0,0[0],0[0],0[0],84,0_52
3,Hybridindex,7.13575[1.66341],7.12308[1.70093],7.14789[1.62653],85,0_52
3,Pref0,0[0],0[0],0[0],85,0_52
3,Signal0,0[0],0[0],0[0],85,0_52
3,Hybridindex,7.14[1.68223],7.12411[1.66648],7.15548[1.6973],86,0_52
3,Pref0,0[0],0[0],0[0],86,0_52
3,Signal0,0[0],0[0],0[0],86,0_52
3,Hybridindex,7.10825[1.62347],7.07339[1.57183],7.14181[1.67099],87,0_52
3,Pref0,0[0],0[0],0[0],87,0_52
3,Signal0,0[0],0[0],0[0],87,0_52
3,Hybridindex,7.0995[1.65351],7.06983[1.67809],7.12807[1.62899],88,0_52
3,Pref0,0[0],0[0],0[0],88,0_52
3,Signal0,0[0],0[0],0[0],88,0_52
3,Hybridindex,7.03475[1.67143],6.9915[1.66544],7.078[1.67628],89,0_52
3,Pref0,0[0],0[0],0[0],89,0_52
3,Signal0,0[0],0[0],0[0],89,0_52
3,Hybridindex,7.038[1.70582],7.07747[1.66731],7[1.74123],90,0_52
3,Pref0,0[0],0[0],0[0],90,0_52
3,Signal0,0[0],0[0],0[0],90,0_52
3,Hybridindex,7.11575[1.70073],7.13872[1.66468],7.09269[1.73586],91,0_52
3,Pref0,0[0],0[0],0[0],91,0_52
3,Signal0,0[0],0[0],0[0],91,0_52
3,Hybridindex,7.11425[1.67752],7.08136[1.63632],7.14807[1.7182],92,0_52
3,Pref0,0[0],0[0],0[0],92,0_52
3,Signal0,0[0],0[0],0[0],92,0_52
3,Hybridindex,7.14775[1.68435],7.08709[1.68798],7.20829[1.67854],93,0_52
3,Pref0,0[0],0[0],0[0],93,0_52
3,Signal0,0[0],0[0],0[0],93,0_52
3,Hybridindex,7.177[1.69246],7.12425[1.67411],7.23038[1.70917],94,0_52
3,Pref0,0[0],0[0],0[0],94,0_52
3,Signal0,0[0],0[0],0[0],94,0_52
3,Hybridindex,7.2495[1.66651],7.26714[1.68829],7.23265[1.64526],95,0_52
3,Pref0,0[0],0[0],0[0],95,0_52
3,Signal0,0[0],0[0],0[0],95,0_52
3,Hybridindex,7.26925[1.6753],7.30667[1.67162],7.23038[1.67823],96,0_52
3,Pref0,0[0],0[0],0[0],96,0_52
3,Signal0,0[0],0[0],0[0],96,0_52
3,Hybridindex,7.28425[1.64987],7.23879[1.64592],7.33214[1.65267],97,0_52
3,Pref0,0[0],0[0],0[0],97,0_52
3,Signal0,0[0],0[0],0[0],97,0_52
3,Hybridindex,7.3405[1.63907],7.35728[1.65858],7.32293[1.61821],98,0_52
3,Pref0,0[0],0[0],0[0],98,0_52
3,Signal0,0[0],0[0],0[0],98,0_52
3,Hybridindex,7.3745[1.6559],7.39505[1.69167],7.35354[1.61832],99,0_52
3,Pref0,0[0],0[0],0[0],99,0_52
3,Signal0,0[0],0[0],0[0],99,0_52
3,Hybridindex,7.32425[1.65476],7.31677[1.63124],7.33167[1.67773],100,0_52
3,Pref0,0[0],0[0],0[0],100,0_52
3,Signal0,0[0],0[0],0[0],100,0_52
3,Hybridindex,10.185[8.56246],10.3175[8.50177],10.0664[8.61473],1,0_53
3,Pref0,0.50925[0.428123],0.515873[0.425089],0.503318[0.430737],1,0_53
3,Signal0,0.50925[0.428123],0.515873[0.425089],0.503318[0.430737],1,0_53
3,Hybridindex,10.1085[7.89734],9.94685[8.00203],10.2604[7.79461],2,0_53
3,Pref0,0.50275[0.41215],0.491228[0.417219],0.513579[0.407031],2,0_53
3,Signal0,0.50275[0.41215],0.491228[0.417219],0.513579[0.407031],2,0_53
3,Hybridindex,9.75525[7.18622],9.7238[7.15539],9.78564[7.21576],3,0_53
3,Pref0,0.49775[0.409719],0.503052[0.411546],0.492625[0.40788],3,0_53
3,Signal0,0.49775[0.409719],0.503052[0.411546],0.492625[0.40788],3,0_53
3,Hybridindex,9.88775[6.48277],10.0108[6.42124],9.7592[6.54398],4,0_53
3,Pref0,0.499[0.407736],0.499511[0.403325],0.498466[0.412295],4,0_53
3,Signal0,0.499[0.407736],0.499511[0.403325],0.498466[0.412295],4,0_53
3,Hybridindex,9.90825[5.88842],10.0656[5.8839],9.74671[5.88867],5,0_53
3,Pref0,0.50375[0.409098],0.51382[0.409423],0.493414[0.408505],5,0_53
3,Signal0,0.50375[0.409098],0.51382[0.409423],0.493414[0.408505],5,0_53
3,Hybridindex,10.043[5.31598],9.92864[5.306],10.1611[5.32369],6,0_53
3,Pref0,0.502[0.405581],0.497047[0.408438],0.507114[0.402546],6,0_53
3,Signal0,0.502[0.405581],0.497047[0.408438],0.507114[0.402546],6,0_53
3,Hybridindex,10.1497[4.79812],10.1911[4.71195],10.1087[4.88192],7,0_53
3,Pref0,0.50975[0.412953],0.509027[0.407944],0.510469[0.417871],7,0_53
3,Signal0,0.50975[0.412953],0.509027[0.407944],0.510469[0.417871],7,0_53
3,Hybridindex,10.197[4.27319],10.1765[4.24532],10.2189[4.30272],8,0_53
3,Pref0,0.51925[0.414131],0.518859[0.410079],0.519669[0.418424],8,0_53
3,Signal0,0.51925[0.414131],0.518859[0.410079],0.519669[0.418424],8,0_53
3,Hybridindex,10.184[3.85391],10.1104[3.79724],10.257[3.90796],9,0_53
3,Pref0,0.5195[0.411546],0.508534[0.402898],0.530378[0.419665],9,0_53
3,Signal0,0.5195[0.411546],0.508534[0.402898],0.530378[0.419665],9,0_53
3,Hybridindex,10.241[3.49205],10.3035[3.43373],10.1762[3.55034],10,0_53
3,Pref0,0.535[0.410213],0.54666[0.406279],0.522912[0.413906],10,0_53
3,Signal0,0.535[0.410213],0.54666[0.406279],0.522912[0.413906],10,0_53
3,Hybridindex,10.3737[3.23244],10.2166[3.21284],10.525[3.24402],11,0_53
3,Pref0,0.56125[0.407582],0.543833[0.40526],0.578018[0.409106],11,0_53
3,Signal0,0.56125[0.407582],0.543833[0.40526],0.578018[0.409106],11,0_53
3,Hybridindex,10.5303[3.00461],10.6358[3.00881],10.4236[2.9966],12,0_53
3,Pref0,0.58725[0.405601],0.590547[0.40551],0.58392[0.405667],12,0_53
3,Signal0,0.58725[0.405601],0.590547[0.40551],0.58392[0.405667],12,0_53
3,Hybridindex,10.6325[2.73257],10.7289[2.74261],10.546[2.72063],13,0_53
3,Pref0,0.60675[0.402467],0.611522[0.399503],0.602467[0.40506],13,0_53
3,Signal0,0.60675[0.402467],0.611522[0.399503],0.602467[0.40506],13,0_53
3,Hybridindex,10.7845[2.5676],10.7941[2.54663],10.7747[2.58878],14,0_53
3,Pref0,0.6485[0.393316],0.641089[0.39695],0.656061[0.389429],14,0_53
3,Signal0,0.6485[0.393316],0.641089[0.39695],0.656061[0.389429],14,0_53
3,Hybridindex,10.9023[2.38664],10.8261[2.46398],10.9839[2.29801],15,0_53
3,Pref0,0.70375[0.364158],0.692271[0.37331],0.716062[0.353665],15,0_53
3,Signal0,0.70375[0.364158],0.692271[0.37331],0.716062[0.353665],15,0_53
3,Hybridindex,11.0977[2.26943],11.0094[2.2973],11.179[2.24043],16,0_53
3,Pref0,0.7635[0.338109],0.76357[0.342986],0.763436[0.333562],16,0_53
3,Signal0,0.7635[0.338109],0.76357[0.342986],0.763436[0.333562],16,0_53
3,Hybridindex,11.1867[2.09255],11.15[2.06314],11.2228[2.12036],17,0_53
3,Pref0,0.84[0.283108],0.841414[0.280875],0.838614[0.285272],17,0_53
3,Signal0,0.84[0.283108],0.841414[0.280875],0.838614[0.285272],17,0_53
3,Hybridindex,11.2945[2.07895],11.2452[2.0683],11.3479[2.08911],18,0_53
3,Pref0,0.901[0.217253],0.901923[0.217052],0.9[0.217466],18,0_53
3,Signal0,0.901[0.217253],0.901923[0.217052],0.9[0.217466],18,0_53
3,Hybridindex,11.3778[2.09337],11.4216[2.09209],11.3348[2.09373],19,0_53
3,Pref0,0.94875[0.154105],0.946411[0.157905],0.951039[0.15026],19,0_53
3,Signal0,0.94875[0.154105],0.946411[0.157905],0.951039[0.15026],19,0_53
3,Hybridindex,11.3978[2.00242],11.371[1.9593],11.4251[2.04528],20,0_53
3,Pref0,0.96825[0.12193],0.968874[0.120807],0.967611[0.123066],20,0_53
3,Signal0,0.96825[0.12193],0.968874[0.120807],0.967611[0.123066],20,0_53
3,Hybridindex,11.3175[1.98361],11.3604[1.98621],11.2727[1.9799],21,0_53
3,Pref0,0.9835[0.0893183],0.981391[0.0946483],0.9857[0.0833406],21,0_53
3,Signal0,0.9835[0.0893183],0.981391[0.0946483],0.9857[0.0833406],21,0_53
3,Hybridindex,11.278[1.98796],11.3694[1.9697],11.1887[2.00159],22,0_53
3,Pref0,0.99375[0.0555512],0.993927[0.0547682],0.993577[0.0563046],22,0_53
3,Signal0,0.99375[0.0555512],0.993927[0.0547682],0.993577[0.0563046],22,0_53
3,Hybridindex,11.3468[1.94895],11.3388[1.96775],11.3548[1.92974],23,0_53
3,Pref0,0.99675[0.0401801],0.99403[0.0543087],0.999497[0.0158431],23,0_53
3,Signal0,0.99675[0.0401801],0.99403[0.0543087],0.999497[0.0158431],23,0_53
3,Hybridindex,11.3202[1.95507],11.3373[1.91742],11.3032[1.9918],24,0_53
3,Pref0,0.99925[0.0193504],0.999499[0.0158114],0.999001[0.0223272],24,0_53
3,Signal0,0.99925[0.0193504],0.999499[0.0158114],0.999001[0.0223272],24,0_53
3,Hybridindex,11.373[1.91269],11.4237[1.91],11.3221[1.91403],25,0_53
3,Pref0,0.9995[0.0158035],0.999501[0.0157877],0.999499[0.0158193],25,0_53
3,Signal0,0.9995[0.0158035],0.999501[0.0157877],0.999499[0.0158193],25,0_53
3,Hybridindex,11.4175[1.94054],11.4732[1.94066],11.3609[1.93878],26,0_53
3,Pref0,0.9995[0.0158035],0.999008[0.0222497],1[0],26,0_53
3,Signal0,0.9995[0.0158035],0.999008[0.0222497],1[0],26,0_53
3,Hybridindex,11.4767[1.87205],11.4843[1.90152],11.4693[1.84274],27,0_53
3,Pref0,1[0],1[0],1[0],27,0_53
3,Signal0,1[0],1[0],1[0],27,0_53
3,Hybridindex,11.4615[1.90467],11.4102[1.86776],11.5081[1.93641],28,0_53
3,Pref0,1[0],1[0],1[0],28,0_53
3,Signal0,1[0],1[0],1[0],28,0_53
3,Hybridindex,11.4375[1.86912],11.4278[1.88128],11.4465[1.85772],29,0_53
3,Pref0,1[0],1[0],1[0],29,0_53
3,Signal0,1[0],1[0],1[0],29,0_53
3,Hybridindex,11.526[1.83366],11.54[1.88918],11.5124[1.77769],30,0_53
3,Pref0,1[0],1[0],1[0],30,0_53
3,Signal0,1[0],1[0],1[0],30,0_53
3,Hybridindex,11.4832[1.88297],11.5763[1.88099],11.3834[1.87998],31,0_53
3,Pref0,1[0],1[0],1[0],31,0_53
3,Signal0,1[0],1[0],1[0],31,0_53
3,Hybridindex,11.4975[1.90394],11.5357[1.92477],11.4575[1.88106],32,0_53
3,Pref0,1[0],1[0],1[0],32,0_53
3,Signal0,1[0],1[0],1[0],32,0_53
3,Hybridindex,11.4723[1.88775],11.3878[1.85993],11.5534[1.91058],33,0_53
3,Pref0,1[0],1[0],1[0],33,0_53
3,Signal0,1[0],1[0],1[0],33,0_53
3,Hybridindex,11.4205[1.83615],11.3986[1.8941],11.4427[1.77529],34,0_53
3,Pref0,1[0],1[0],1[0],34,0_53
3,Signal0,1[0],1[0],1[0],34,0_53
3,Hybridindex,11.3217[1.85462],11.3207[1.85431],11.3228[1.85492],35,0_53
3,Pref0,1[0],1[0],1[0],35,0_53
3,Signal0,1[0],1[0],1[0],35,0_53
3,Hybridindex,11.3383[1.87629],11.3869[1.87119],11.287[1.88028],36,0_53
3,Pref0,1[0],1[0],1[0],36,0_53
3,Signal0,1[0],1[0],1[0],36,0_53
3,Hybridindex,11.3742[1.81165],11.373[1.8231],11.3755[1.80039],37,0_53
3,Pref0,1[0],1[0],1[0],37,0_53
3,Signal0,1[0],1[0],1[0],37,0_53
3,Hybridindex,11.4232[1.832],11.4178[1.79756],11.4286[1.86566],38,0_53
3,Pref0,1[0],1[0],1[0],38,0_53
3,Signal0,1[0],1[0],1[0],38,0_53
3,Hybridindex,11.462[1.80494],11.4861[1.786],11.4375[1.82366],39,0_53
3,Pref0,1[0],1[0],1[0],39,0_53
3,Signal0,1[0],1[0],1[0],39,0_53
3,Hybridindex,11.5095[1.78232],11.5064[1.80447],11.5127[1.75915],40,0_53
3,Pref0,1[0],1[0],1[0],40,0_53
3,Signal0,1[0],1[0],1[0],40,0_53
3,Hybridindex,11.465[1.7384],11.4789[1.74281],11.4498[1.73344],41,0_53
3,Pref0,1[0],1[0],1[0],41,0_53
3,Signal0,1[0],1[0],1[0],41,0_53
3,Hybridindex,11.487[1.72375],11.499[1.7198],11.4749[1.72766],42,0_53
3,Pref0,1[0],1[0],1[0],42,0_53
3,Signal0,1[0],1[0],1[0],42,0_53
3,Hybridindex,11.4415[1.75109],11.4368[1.71527],11.4464[1.78703],43,0_53
3,Pref0,1[0],1[0],1[0],43,0_53
3,Signal0,1[0],1[0],1[0],43,0_53
3,Hybridindex,11.4578[1.76822],11.4495[1.76824],11.4662[1.76816],44,0_53
3,Pref0,1[0],1[0],1[0],44,0_53
3,Signal0,1[0],1[0],1[0],44,0_53
3,Hybridindex,11.4753[1.76196],11.4746[1.74713],11.4758[1.77568],45,0_53
3,Pref0,1[0],1[0],1[0],45,0_53
3,Signal0,1[0],1[0],1[0],45,0_53
3,Hybridindex,11.512[1.8278],11.4808[1.83241],11.5426[1.82276],46,0_53
3,Pref0,1[0],1[0],1[0],46,0_53
3,Signal0,1[0],1[0],1[0],46,0_53
3,Hybridindex,11.549[1.81909],11.6069[1.84241],11.4957[1.7957],47,0_53
3,Pref0,1[0],1[0],1[0],47,0_53
3,Signal0,1[0],1[0],1[0],47,0_53
3,Hybridindex,11.5545[1.80894],11.511[1.82822],11.5977[1.78853],48,0_53
3,Pref0,1[0],1[0],1[0],48,0_53
3,Signal0,1[0],1[0],1[0],48,0_53
3,Hybridindex,11.6[1.85755],11.5969[1.88315],11.6034[1.82902],49,0_53
3,Pref0,1[0],1[0],1[0],49,0_53
3,Signal0,1[0],1[0],1[0],49,0_53
3,Hybridindex,11.5585[1.82115],11.6226[1.834],11.4935[1.80569],50,0_53
3,Pref0,1[0],1[0],1[0],50,0_53
3,Signal0,1[0],1[0],1[0],50,0_53
3,Hybridindex,11.551[1.81869],11.498[1.7786],11.6067[1.85829],51,0_53
3,Pref0,1[0],1[0],1[0],51,0_53
3,Signal0,1[0],1[0],1[0],51,0_53
3,Hybridindex,11.5337[1.81252],11.5055[1.73211],11.5618[1.88864],52,0_53
3,Pref0,1[0],1[0],1[0],52,0_53
3,Signal0,1[0],1[0],1[0],52,0_53
3,Hybridindex,11.5653[1.7835],11.5927[1.82241],11.5373[1.74254],53,0_53
3,Pref0,1[0],1[0],1[0],53,0_53
3,Signal0,1[0],1[0],1[0],53,0_53
3,Hybridindex,11.6122[1.72693],11.552[1.69091],11.6713[1.75952],54,0_53
3,Pref0,1[0],1[0],1[0],54,0_53
3,Signal0,1[0],1[0],1[0],54,0_53
3,Hybridindex,11.6655[1.71],11.6627[1.69807],11.6681[1.72132],55,0_53
3,Pref0,1[0],1[0],1[0],55,0_53
3,Signal0,1[0],1[0],1[0],55,0_53
3,Hybridindex,11.6517[1.72572],11.6574[1.72014],11.646[1.73137],56,0_53
3,Pref0,1[0],1[0],1[0],56,0_53
3,Signal0,1[0],1[0],1[0],56,0_53
3,Hybridindex,11.6305[1.78451],11.7178[1.77368],11.5389[1.79124],57,0_53
3,Pref0,1[0],1[0],1[0],57,0_53
3,Signal0,1[0],1[0],1[0],57,0_53
3,Hybridindex,11.6747[1.79028],11.6555[1.80803],11.6947[1.77142],58,0_53
3,Pref0,1[0],1[0],1[0],58,0_53
3,Signal0,1[0],1[0],1[0],58,0_53
3,Hybridindex,11.6943[1.73598],11.7286[1.76046],11.6602[1.71072],59,0_53
3,Pref0,1[0],1[0],1[0],59,0_53
3,Signal0,1[0],1[0],1[0],59,0_53
3,Hybridindex,11.617[1.76269],11.6219[1.76334],11.6123[1.76204],60,0_53
3,Pref0,1[0],1[0],1[0],60,0_53
3,Signal0,1[0],1[0],1[0],60,0_53
3,Hybridindex,11.6378[1.80849],11.6128[1.74609],11.6613[1.86516],61,0_53
3,Pref0,1[0],1[0],1[0],61,0_53
3,Signal0,1[0],1[0],1[0],61,0_53
3,Hybridindex,11.616[1.78102],11.5959[1.76634],11.6358[1.7951],62,0_53
3,Pref0,1[0],1[0],1[0],62,0_53
3,Signal0,1[0],1[0],1[0],62,0_53
3,Hybridindex,11.5793[1.71248],11.5695[1.70713],11.5888[1.71762],63,0_53
3,Pref0,1[0],1[0],1[0],63,0_53
3,Signal0,1[0],1[0],1[0],63,0_53
3,Hybridindex,11.5452[1.75679],11.5425[1.771],11.548[1.74247],64,0_53
3,Pref0,1[0],1[0],1[0],64,0_53
3,Signal0,1[0],1[0],1[0],64,0_53
3,Hybridindex,11.5608[1.66364],11.5665[1.65091],11.5547[1.67681],65,0_53
3,Pref0,1[0],1[0],1[0],65,0_53
3,Signal0,1[0],1[0],1[0],65,0_53
3,Hybridindex,11.609[1.70591],11.5948[1.65154],11.6218[1.75346],66,0_53
3,Pref0,1[0],1[0],1[0],66,0_53
3,Signal0,1[0],1[0],1[0],66,0_53
3,Hybridindex,11.6128[1.67866],11.6196[1.64603],11.6055[1.71247],67,0_53
3,Pref0,1[0],1[0],1[0],67,0_53
3,Signal0,1[0],1[0],1[0],67,0_53
3,Hybridindex,11.5655[1.74477],11.5742[1.71882],11.5571[1.76949],68,0_53
3,Pref0,1[0],1[0],1[0],68,0_53
3,Signal0,1[0],1[0],1[0],68,0_53
3,Hybridindex,11.6073[1.71118],11.6441[1.72851],11.5704[1.6929],69,0_53
3,Pref0,1[0],1[0],1[0],69,0_53
3,Signal0,1[0],1[0],1[0],69,0_53
3,Hybridindex,11.576[1.72821],11.545[1.73217],11.6085[1.72346],70,0_53
3,Pref0,1[0],1[0],1[0],70,0_53
3,Signal0,1[0],1[0],1[0],70,0_53
3,Hybridindex,11.5188[1.71093],11.5734[1.69425],11.4647[1.72557],71,0_53
3,Pref0,1[0],1[0],1[0],71,0_53
3,Signal0,1[0],1[0],1[0],71,0_53
3,Hybridindex,11.5205[1.75736],11.55[1.79485],11.4916[1.71934],72,0_53
3,Pref0,1[0],1[0],1[0],72,0_53
3,Signal0,1[0],1[0],1[0],72,0_53
3,Hybridindex,11.502[1.73882],11.5228[1.72544],11.4808[1.75205],73,0_53
3,Pref0,1[0],1[0],1[0],73,0_53
3,Signal0,1[0],1[0],1[0],73,0_53
3,Hybridindex,11.4795[1.74394],11.4403[1.74211],11.5172[1.74487],74,0_53
3,Pref0,1[0],1[0],1[0],74,0_53
3,Signal0,1[0],1[0],1[0],74,0_53
3,Hybridindex,11.52[1.70927],11.5323[1.70248],11.5079[1.71581],75,0_53
3,Pref0,1[0],1[0],1[0],75,0_53
3,Signal0,1[0],1[0],1[0],75,0_53
3,Hybridindex,11.484[1.76245],11.493[1.74827],11.475[1.77648],76,0_53
3,Pref0,1[0],1[0],1[0],76,0_53
3,Signal0,1[0],1[0],1[0],76,0_53
3,Hybridindex,11.5437[1.7462],11.5441[1.69399],11.5434[1.7979],77,0_53
3,Pref0,1[0],1[0],1[0],77,0_53
3,Signal0,1[0],1[0],1[0],77,0_53
3,Hybridindex,11.4935[1.75939],11.5407[1.75735],11.4444[1.76017],78,0_53
3,Pref0,1[0],1[0],1[0],78,0_53
3,Signal0,1[0],1[0],1[0],78,0_53
3,Hybridindex,11.482[1.72219],11.4393[1.69646],11.5211[1.74445],79,0_53
3,Pref0,1[0],1[0],1[0],79,0_53
3,Signal0,1[0],1[0],1[0],79,0_53
3,Hybridindex,11.4842[1.68371],11.5005[1.71257],11.4674[1.65315],80,0_53
3,Pref0,1[0],1[0],1[0],80,0_53
3,Signal0,1[0],1[0],1[0],80,0_53
3,Hybridindex,11.4495[1.72314],11.459[1.6481],11.4397[1.79684],81,0_53
3,Pref0,1[0],1[0],1[0],81,0_53
3,Signal0,1[0],1[0],1[0],81,0_53
3,Hybridindex,11.4467[1.78011],11.5305[1.70666],11.3573[1.85119],82,0_53
3,Pref0,1[0],1[0],1[0],82,0_53
3,Signal0,1[0],1[0],1[0],82,0_53
3,Hybridindex,11.3885[1.76793],11.3863[1.81842],11.3905[1.71971],83,0_53
3,Pref0,1[0],1[0],1[0],83,0_53
3,Signal0,1[0],1[0],1[0],83,0_53
3,Hybridindex,11.3887[1.7442],11.4064[1.74732],11.3713[1.74095],84,0_53
3,Pref0,1[0],1[0],1[0],84,0_53
3,Signal0,1[0],1[0],1[0],84,0_53
3,Hybridindex,11.37[1.72564],11.3506[1.75302],11.39[1.6968],85,0_53
3,Pref0,1[0],1[0],1[0],85,0_53
3,Signal0,1[0],1[0],1[0],85,0_53
3,Hybridindex,11.4023[1.68888],11.4496[1.6769],11.3539[1.69968],86,0_53
3,Pref0,1[0],1[0],1[0],86,0_53
3,Signal0,1[0],1[0],1[0],86,0_53
3,Hybridindex,11.4322[1.69441],11.4603[1.72231],11.403[1.66432],87,0_53
3,Pref0,1[0],1[0],1[0],87,0_53
3,Signal0,1[0],1[0],1[0],87,0_53
3,Hybridindex,11.463[1.74345],11.4802[1.79907],11.4464[1.68768],88,0_53
3,Pref0,1[0],1[0],1[0],88,0_53
3,Signal0,1[0],1[0],1[0],88,0_53
3,Hybridindex,11.4475[1.70492],11.4306[1.72382],11.4657[1.68414],89,0_53
3,Pref0,1[0],1[0],1[0],89,0_53
3,Signal0,1[0],1[0],1[0],89,0_53
3,Hybridindex,11.4663[1.73176],11.4028[1.71001],11.5239[1.74929],90,0_53
3,Pref0,1[0],1[0],1[0],90,0_53
3,Signal0,1[0],1[0],1[0],90,0_53
